W,I,web_name        ,team,T,px ,m% ,VA/M ,VA/ML,p/g,p/gl,form,%   ,txn   ,gf ,030620
 ,M,Sakho           ,CRY ,D,4.9,96 ,0.27 ,0.27 ,3.3,3.3 ,1.3 ,1.6 ,-5982 ,-6 ,      
 ,D,Rice            ,WHU ,D,4.6,91 ,0.22 ,0.26 ,3.0,3.2 ,5.3 ,3.7 ,67529 ,29 ,      
 ,S,Coleman         ,EVE ,D,5.2,77 ,0.25 ,0.25 ,3.3,3.3 ,4.3 ,1.1 ,522   ,1  ,      
 ,V,Lindelöf        ,MUN ,D,5.1,82 ,0.25 ,0.25 ,3.3,3.3 ,3.5 ,6.5 ,-8918 ,-2 ,      
 ,J,Jonny           ,WOL ,D,4.4,82 ,0.23 ,0.25 ,3.0,3.1 ,1.5 ,3.1 ,-7990 ,-4 ,      
~,~,~~~~~~~~        ,~~~~,~,~~ ,~~ ,~~~~ ,0.25 ,~~~,~~~~,~~~~,~   ,~~~   ,~~ ,~~~~~~
 ,H,Maguire         ,LEI ,D,5.4,81 ,0.2  ,0.24 ,3.1,3.3 ,1.0 ,9.0 ,-266  ,0  ,      
 ,L,Shaw            ,MUN ,D,5.1,81 ,0.24 ,0.24 ,3.2,3.2 ,4.3 ,9.9 ,-5431 ,-1 ,      
 ,T,Alderweireld    ,TOT ,D,6.0,93 ,0.22 ,0.23 ,3.3,3.4 ,1.3 ,3.8 ,-1897 ,-1 ,      
 ,K,Zouma           ,EVE ,D,5.0,75 ,0.16 ,0.22 ,2.8,3.1 ,1.3 ,0.5 ,-36   ,0  ,      
 ,B,Chilwell        ,LEI ,D,5.0,96 ,0.22 ,0.22 ,3.1,3.1 ,1.0 ,2.5 ,3520  ,2  ,      
 ,C,Cathcart        ,WAT ,D,4.6,100,0.22 ,0.22 ,3.0,3.0 ,2.3 ,2.3 ,-5285 ,-4 ,      
 ,J,Tomkins         ,CRY ,D,4.3,88 ,0.21 ,0.21 ,2.9,2.9 ,1.0 ,3.4 ,1667  ,1  ,      
 ,N,Aké             ,BOU ,D,5.0,103,0.2  ,0.2  ,3.0,3.0 ,1.3 ,5.1 ,6121  ,2  ,      
 ,M,Zanka           ,HUD ,D,4.4,82 ,0.2  ,0.2  ,2.9,2.9 ,0.5 ,2.8 ,-1983 ,-1 ,      
 ,J,Tarkowski       ,BUR ,D,4.7,90 ,0.17 ,0.19 ,2.8,2.9 ,1.5 ,4.4 ,-3404 ,-1 ,      
 ,A,Young           ,MUN ,D,5.7,76 ,0.18 ,0.19 ,3.0,3.1 ,3.5 ,2.0 ,-1630 ,-1 ,      
 ,L,Dunk            ,BHA ,D,4.4,89 ,0.16 ,0.18 ,2.7,2.8 ,3.0 ,2.3 ,439   ,0  ,      
 ,Y,Valery          ,SOU ,D,4.0,43 ,0.0  ,0.18 ,2.0,2.7 ,4.0 ,0.6 ,6764  ,18 ,      
 ,S,Steve Cook      ,BOU ,D,4.4,93 ,0.16 ,0.16 ,2.7,2.7 ,0.3 ,5.0 ,-15240,-5 ,      
 ,A,Adam Smith      ,BOU ,D,4.3,66 ,0.14 ,0.16 ,2.6,2.7 ,0.8 ,0.5 ,2213  ,7  ,      
 ,J,Bennett         ,CAR ,D,4.4,74 ,0.14 ,0.14 ,2.6,2.6 ,1.0 ,0.4 ,-111  ,0  ,      
 ,C,Schindler       ,HUD ,D,4.2,101,0.1  ,0.14 ,2.4,2.6 ,2.3 ,2.4 ,1854  ,1  ,      
 ,P,Zabaleta        ,WHU ,D,4.3,67 ,0.07 ,0.14 ,2.3,2.6 ,0.8 ,1.9 ,-1361 ,-1 ,      
 ,R,Bennett         ,WOL ,D,4.2,100,0.14 ,0.14 ,2.6,2.6 ,2.3 ,10.7,-55901,-8 ,      
 ,S,Mustafi         ,ARS ,D,5.4,79 ,0.09 ,0.13 ,2.5,2.7 ,2.5 ,1.0 ,-447  ,-1 ,      
 ,S,Morrison        ,CAR ,D,4.7,88 ,0.13 ,0.13 ,2.6,2.6 ,0.3 ,0.3 ,-126  ,-1 ,      
 ,B,Ecuele Manga    ,CAR ,D,4.4,102,0.09 ,0.11 ,2.4,2.5 ,1.0 ,0.4 ,-634  ,-3 ,      
 ,C,Coady           ,WOL ,D,4.5,104,0.11 ,0.11 ,2.5,2.5 ,3.0 ,0.7 ,146   ,0  ,      
 ,F,Hadergjonaj     ,HUD ,D,4.3,69 ,0.05 ,0.09 ,2.2,2.4 ,0.5 ,0.1 ,-21   ,0  ,      
 ,I,Diop            ,WHU ,D,4.3,96 ,0.09 ,0.09 ,2.4,2.4 ,4.3 ,1.4 ,7899  ,9  ,      
 ,S,Sokratis        ,ARS ,D,5.1,66 ,0.06 ,0.08 ,2.3,2.4 ,2.3 ,1.1 ,410   ,1  ,      
 ,A,Ogbonna         ,WHU ,D,4.2,53 ,0.02 ,0.07 ,2.1,2.3 ,4.3 ,0.6 ,4867  ,13 ,      
 ,T,Kongolo         ,HUD ,D,4.3,79 ,0.02 ,0.05 ,2.1,2.2 ,2.5 ,0.2 ,-63   ,-1 ,      
 ,B,Mee             ,BUR ,D,4.6,104,0.04 ,0.04 ,2.2,2.2 ,1.0 ,1.7 ,-970  ,-1 ,      
 ,D,Yedlin          ,NEW ,D,4.5,84 ,0.04 ,0.04 ,2.2,2.2 ,1.8 ,1.2 ,-2386 ,-3 ,      
 ,J,Vestergaard     ,SOU ,D,4.6,70 ,0.07 ,0.04 ,2.3,2.2 ,2.5 ,0.3 ,-74   ,0  ,      
o,J,Bednarek        ,SOU ,D,4.0,53 ,0.0  ,0.03 ,2.0,2.1 ,2.3 ,7.0 ,-2181 ,0  ,      
 ,C,Taylor          ,BUR ,D,4.4,96 ,0.0  ,0.02 ,2.0,2.1 ,1.5 ,0.4 ,-353  ,-1 ,      
 ,C,Chambers        ,FUL ,D,4.2,70 ,-0.05,0.02 ,1.8,2.1 ,2.0 ,0.9 ,618   ,1  ,      
 ,M,Montoya         ,BHA ,D,4.3,71 ,-0.02,0.0  ,1.9,2.0 ,2.3 ,0.2 ,-89   ,-1 ,      
 ,D,Odoi            ,FUL ,D,4.4,95 ,-0.16,-0.16,1.3,1.3 ,1.0 ,0.1 ,-42   ,-1 ,      
