I,web_name,team,T,VA/M,pt,g,p/g,min,min/g,price,%
P,Groß,BHA,M,0.54,36,7,5.1,587,83.0,5.7,13.7
K,Schmeichel,LEI,G,0.54,33,7,4.7,630,90.0,5.0,4.2
J,Stones,MCI,D,0.54,35,7,5.0,494,70.0,5.6,8.0
P,Cech,ARS,G,0.53,34,7,4.9,630,90.0,5.5,5.7
H,Maguire,LEI,D,0.53,33,7,4.7,630,90.0,5.1,7.1
D,David Silva,MCI,M,0.51,44,7,6.3,602,86.0,8.5,23.9
Á,Morata,CHE,F,0.49,49,7,7.0,488,69.0,10.3,20.6
R,Sterling,MCI,M,0.48,35,6,5.8,387,64.0,7.9,6.4
H,Mkhitaryan,MUN,M,0.48,43,7,6.1,553,79.0,8.5,32.0
E,Ederson,MCI,G,0.47,32,7,4.6,585,83.0,5.5,4.3
C,Clark,NEW,D,0.47,29,7,4.1,630,90.0,4.5,3.2
H,Bellerín,ARS,D,0.46,33,7,4.7,630,90.0,5.9,10.6
D,Welbeck,ARS,F,0.46,27,5,5.4,400,80.0,7.4,1.1
T,Hemed,BHA,F,0.46,26,6,4.3,435,72.0,5.0,2.2
K,Naughton,SWA,D,0.46,29,7,4.1,627,89.0,4.6,5.7
M,Salah,LIV,M,0.45,43,7,6.1,512,73.0,9.2,34.0
C,Eriksen,TOT,M,0.45,45,7,6.4,573,81.0,9.7,25.8
W,Reid,WHU,D,0.45,21,5,4.2,450,90.0,4.9,1.0
M,Lowton,BUR,D,0.44,28,7,4.0,630,90.0,4.5,1.2
F,Fernández,SWA,D,0.44,28,7,4.0,630,90.0,4.5,2.9
A,Nyom,WBA,D,0.44,25,6,4.2,438,73.0,5.0,2.5
R,Lukaku,MUN,F,0.43,50,7,7.1,630,90.0,11.8,59.4
T,Courtois,CHE,G,0.42,30,7,4.3,630,90.0,5.5,13.5
R,Elliot,NEW,G,0.41,26,7,3.7,630,90.0,4.1,25.0
E,Choupo-Moting,STK,M,0.41,30,7,4.3,558,79.0,5.6,6.2
J,Vardy,LEI,F,0.4,38,7,5.4,606,86.0,8.6,13.6
S,Davis,SOU,M,0.39,28,7,4.0,571,81.0,5.1,4.5
M,Olsson,SWA,D,0.38,27,7,3.9,626,89.0,5.0,0.3
H,Lloris,TOT,G,0.38,29,7,4.1,630,90.0,5.5,12.1
M,Alonso,CHE,D,0.37,32,7,4.6,598,85.0,7.0,17.5
D,David Luiz,CHE,D,0.37,21,5,4.2,446,89.0,5.9,13.6
B,Mee,BUR,D,0.36,25,7,3.6,630,90.0,4.5,7.1
M,Rashford,MUN,F,0.36,33,7,4.7,468,66.0,7.6,8.9
J,Holebas,WAT,D,0.36,23,6,3.8,540,90.0,5.0,0.6
B,Foster,WBA,G,0.36,25,7,3.6,630,90.0,4.5,15.8
J,Manquillo,NEW,D,0.36,18,5,3.6,450,90.0,4.4,0.9
A,Mooy,HUD,M,0.35,28,7,4.0,600,85.0,5.7,9.8
G,Jesus,MCI,F,0.35,34,6,5.7,413,68.0,10.5,15.5
H,Kane,TOT,F,0.35,45,7,6.4,618,88.0,12.7,39.0
V,Moses,CHE,D,0.34,21,5,4.2,431,86.0,6.5,1.0
C,Daniels,BOU,D,0.33,25,7,3.6,630,90.0,4.9,10.5
A,Surman,BOU,M,0.33,21,6,3.5,540,90.0,4.6,4.2
K,De Bruyne,MCI,M,0.33,37,7,5.3,605,86.0,10.0,16.7
M,Ritchie,NEW,M,0.33,28,7,4.0,627,89.0,6.0,5.7
J,Vertonghen,TOT,D,0.33,28,7,4.0,630,90.0,6.0,7.7
C,Brunt,WBA,M,0.33,19,5,3.8,402,80.0,5.5,1.3
C,Wood,BUR,F,0.33,21,5,4.2,389,77.0,6.6,2.7
R,Firmino,LIV,F,0.32,33,7,4.7,471,67.0,8.5,21.5
T,Alderweireld,TOT,D,0.32,27,7,3.9,630,90.0,6.0,12.5
B,Alli,TOT,M,0.32,35,7,5.0,621,88.0,9.5,27.1
M,Ryan,BHA,G,0.31,24,7,3.4,630,90.0,4.5,0.6
J,Tarkowski,BUR,D,0.31,24,7,3.4,630,90.0,4.5,0.4
M,Diouf,STK,F,0.31,22,6,3.7,540,90.0,5.4,0.7
H,Gomes,WAT,G,0.31,24,7,3.4,630,90.0,4.5,2.3
T,Abraham,SWA,F,0.3,26,7,3.7,535,76.0,5.6,6.0
G,Xhaka,ARS,M,0.29,25,7,3.6,610,87.0,5.5,12.2
R,Brady,BUR,M,0.29,25,7,3.6,617,88.0,5.5,2.3
A,Rüdiger,CHE,D,0.29,22,6,3.7,540,90.0,5.9,2.1
C,Fuchs,LEI,D,0.29,17,5,3.4,450,90.0,4.9,2.4
R,Bertrand,SOU,D,0.29,25,7,3.6,625,89.0,5.5,11.3
A,Cresswell,WHU,D,0.28,24,7,3.4,549,78.0,5.0,1.2
C,Kouyaté,WHU,M,0.28,17,5,3.4,379,75.0,5.0,0.6
~,~~~~~~~~,~~~~,~,0.28,~~,~,~~~,~~~,~~~~~,~~~~~,~
A,Ramsey,ARS,M,0.27,27,7,3.9,494,70.0,7.1,5.0
N,Kanté,CHE,M,0.27,24,7,3.4,630,90.0,5.1,20.4
C,Atsu,NEW,M,0.27,24,7,3.4,571,81.0,5.1,4.8
X,Shaqiri,STK,M,0.27,25,7,3.6,560,80.0,5.9,4.6
J,Chicharito,WHU,F,0.27,27,7,3.9,575,82.0,7.0,19.2
J,Joselu,NEW,F,0.27,21,6,3.5,412,68.0,5.5,1.0
S,March,BHA,M,0.26,23,7,3.3,597,85.0,5.0,0.5
N,Matic,MUN,M,0.26,23,7,3.3,630,90.0,5.0,15.5
T,Smith,HUD,D,0.26,23,7,3.3,596,85.0,5.0,0.4
C,Cédric,SOU,D,0.26,23,7,3.3,622,88.0,5.0,9.5
A,Mawson,SWA,D,0.26,23,7,3.3,630,90.0,5.0,1.0
C,Dawson,WBA,D,0.26,23,7,3.3,630,90.0,5.0,4.4
A,Lacazette,ARS,F,0.25,32,7,4.6,487,69.0,10.4,15.0
C,Mbemba,NEW,D,0.25,15,5,3.0,408,81.0,4.0,13.1
S,Mignolet,LIV,G,0.24,19,6,3.2,540,90.0,4.9,1.4
J,Henderson,LIV,M,0.24,20,6,3.3,540,90.0,5.5,2.0
J,Mata,MUN,M,0.24,26,7,3.7,446,63.0,7.0,2.9
J,Hart,WHU,G,0.24,22,7,3.1,630,90.0,4.5,8.7
M,Suttner,BHA,D,0.23,18,6,3.0,540,90.0,4.4,0.7
J,Butland,STK,G,0.22,22,7,3.1,630,90.0,5.0,3.6
A,Begovic,BOU,G,0.2,20,7,2.9,630,90.0,4.5,4.2
E,Can,LIV,M,0.2,15,5,3.0,426,85.0,5.0,6.6
P,Zabaleta,WHU,D,0.2,21,7,3.0,630,90.0,4.9,2.3
R,Mahrez,LEI,M,0.19,25,7,3.6,525,75.0,8.5,3.9
M,Phillips,WBA,M,0.19,22,7,3.1,472,67.0,5.9,1.5
B,Bruno,BHA,D,0.18,17,6,2.8,466,77.0,4.5,0.3
J,Pickford,EVE,G,0.18,20,7,2.9,630,90.0,5.0,8.0
W,Rooney,EVE,F,0.18,23,7,3.3,521,74.0,7.4,11.0
A,Moreno,LIV,D,0.18,14,5,2.8,450,90.0,4.5,2.1
F,Fernandinho,MCI,M,0.18,20,7,2.9,630,90.0,5.0,3.7
T,Cleverley,WAT,M,0.18,20,7,2.9,603,86.0,5.0,0.4
S,Duffy,BHA,D,0.16,19,7,2.7,630,90.0,4.5,0.6
D,Stephens,BHA,M,0.16,19,7,2.7,630,90.0,4.5,1.3
W,Hennessey,CRY,G,0.16,19,7,2.7,630,90.0,4.5,1.2
E,Kachunga,HUD,M,0.15,20,7,2.9,573,81.0,6.0,0.3
A,Gray,WAT,F,0.14,20,7,2.9,455,65.0,6.3,1.5
C,Fàbregas,CHE,M,0.14,18,6,3.0,449,74.0,6.9,5.2
G,Cameron,STK,D,0.14,13,5,2.6,383,76.0,4.4,0.4
S,Defour,BUR,M,0.13,19,7,2.7,591,84.0,5.5,0.4
J,Cork,BUR,M,0.13,18,7,2.6,630,90.0,4.5,3.7
W,Willian,CHE,M,0.13,20,7,2.9,479,68.0,6.9,10.3
J,Ayew,SWA,F,0.12,18,7,2.6,630,90.0,5.0,3.3
J,Matip,LIV,D,0.11,18,7,2.6,630,90.0,5.5,2.4
D,Tadic,SOU,M,0.11,19,7,2.7,564,80.0,6.5,3.0
N,Redmond,SOU,M,0.11,19,7,2.7,600,85.0,6.3,3.9
C,Kabasele,WAT,D,0.11,15,6,2.5,458,76.0,4.5,0.1
J,King,BOU,F,0.1,19,7,2.7,618,88.0,7.2,2.0
T,Ince,HUD,M,0.1,18,7,2.6,630,90.0,5.8,0.8
K,Zouma,STK,D,0.09,15,6,2.5,540,90.0,5.5,2.5
N,Chalobah,WAT,M,0.09,12,5,2.4,429,85.0,4.5,2.2
D,Simpson,LEI,D,0.09,17,7,2.4,630,90.0,4.5,4.2
M,Antonio,WHU,M,0.09,16,6,2.7,454,75.0,7.5,0.5
N,Aké,BOU,D,0.08,17,7,2.4,622,88.0,4.9,4.0
M,Lemina,SOU,M,0.08,12,5,2.4,392,78.0,5.0,0.3
L,Dunk,BHA,D,0.07,16,7,2.3,630,90.0,4.4,1.2
G,Barry,WBA,M,0.07,14,6,2.3,540,90.0,4.5,1.6
T,Carroll,SWA,M,0.07,16,7,2.3,625,89.0,4.5,6.0
M,Keane,EVE,D,0.06,14,6,2.3,540,90.0,5.4,7.8
D,Calvert-Lewin,EVE,F,0.06,16,7,2.3,447,63.0,5.0,2.1
J,Allen,STK,M,0.06,16,7,2.3,623,89.0,5.3,2.3
E,Dier,TOT,M,0.06,16,7,2.3,607,86.0,4.9,3.3
T,Bakayoko,CHE,M,0.06,14,6,2.3,402,67.0,5.0,1.3
D,Pröpper,BHA,M,0.06,16,7,2.3,630,90.0,5.4,0.1
S,Francis,BOU,D,0.05,11,5,2.2,394,78.0,4.4,1.1
J,Defoe,BOU,F,0.05,17,7,2.4,431,61.0,7.8,2.2
M,Albrighton,LEI,M,0.05,16,7,2.3,498,71.0,5.5,2.1
A,Pérez,NEW,F,0.05,16,7,2.3,614,87.0,5.5,1.1
J,Rodriguez,WBA,F,0.05,16,7,2.3,624,89.0,5.8,1.2
G,Wijnaldum,LIV,M,0.03,13,6,2.2,487,81.0,6.8,3.2
W,Morgan,LEI,D,0.02,15,7,2.1,630,90.0,4.5,2.8
D,Fletcher,STK,M,0.02,15,7,2.1,630,90.0,5.0,0.6
W,Ndidi,LEI,M,0.0,14,7,2.0,630,90.0,4.9,0.4
O,Oriol Romeu,SOU,M,0.0,14,7,2.0,630,90.0,4.5,3.2
L,Fer,SWA,M,0.0,14,7,2.0,527,75.0,5.4,0.4
J,Livermore,WBA,M,0.0,12,6,2.0,430,71.0,5.0,0.2
A,Townsend,CRY,M,-0.02,13,7,1.9,585,83.0,5.7,1.0
L,Baines,EVE,D,-0.02,13,7,1.9,630,90.0,5.9,6.5
A,Williams,EVE,D,-0.02,13,7,1.9,555,79.0,5.3,2.9
I,Gueye,EVE,M,-0.02,13,7,1.9,604,86.0,4.9,1.1
E,Pieters,STK,D,-0.02,13,7,1.9,628,89.0,5.0,0.7
G,Sigurdsson,EVE,M,-0.02,11,6,1.8,479,79.0,8.2,3.2
M,Merino,NEW,M,-0.02,13,7,1.9,537,76.0,5.0,0.1
A,Knockaert,BHA,M,-0.05,12,7,1.7,381,54.0,5.7,0.8
A,Adam Smith,BOU,D,-0.06,12,7,1.7,550,78.0,4.8,0.6
C,Benteke,CRY,F,-0.06,9,6,1.5,521,86.0,7.7,2.4
I,Hayden,NEW,M,-0.07,12,7,1.7,465,66.0,4.5,0.3
H,Arter,BOU,M,-0.08,8,5,1.6,450,90.0,4.9,0.5
M,Schneiderlin,EVE,M,-0.1,9,6,1.5,509,84.0,4.9,0.7
L,Milivojevic,CRY,M,-0.11,9,6,1.5,379,63.0,4.6,0.4
J,Puncheon,CRY,M,-0.15,9,7,1.3,534,76.0,4.8,0.6
T,Fosu-Mensah,CRY,D,-0.16,8,6,1.3,527,87.0,4.5,1.2
S,Dann,CRY,D,-0.17,7,6,1.2,540,90.0,4.8,0.5
C,Martina,EVE,D,-0.23,5,5,1.0,390,78.0,4.3,0.7
J,Ward,CRY,D,-0.27,4,6,0.7,540,90.0,4.8,0.3
P,van Aanholt,CRY,D,-0.27,3,5,0.6,398,79.0,5.2,1.3
