W,I,web_name        ,team,T,VA/M ,VA/ML,p/g,p/gl,form,m% ,price,%   ,txn    ,gf ,120621
 ,X,Shaqiri         ,LIV ,M,0.33 ,0.4  ,4.3,4.8 ,5.3 ,40 ,7.0  ,2.9 ,6835   ,4  ,      
 ,L,Digne           ,EVE ,D,0.27 ,0.33 ,3.3,3.6 ,4.3 ,79 ,4.9  ,3.4 ,6739   ,3  ,      
 ,K,Trippier        ,TOT ,D,0.56 ,0.62 ,5.4,5.8 ,1.8 ,74 ,6.1  ,19.9,6393   ,1  ,      
 ,A,Masuaku         ,WHU ,M,0.02 ,0.07 ,2.1,2.3 ,1.8 ,66 ,4.3  ,1.8 ,5516   ,5  ,      
 ,J,Milner          ,LIV ,M,0.34 ,0.54 ,3.9,5.0 ,3.0 ,65 ,5.6  ,4.4 ,4754   ,2  ,      
 ,J,Foyth           ,TOT ,D,0.36 ,0.44 ,3.8,4.2 ,4.8 ,33 ,5.0  ,0.8 ,4681   ,10 ,      
 ,G,Sigurdsson      ,EVE ,M,0.41 ,0.48 ,5.1,5.6 ,4.5 ,93 ,7.5  ,8.8 ,4421   ,1  ,      
 ,B,Bernardo Silva  ,MCI ,M,0.36 ,0.4  ,4.7,5.0 ,5.0 ,84 ,7.5  ,6.7 ,4416   ,1  ,      
 ,J,McArthur        ,CRY ,M,0.19 ,0.19 ,2.9,2.9 ,4.3 ,90 ,4.7  ,1.4 ,4178   ,5  ,      
 ,A,Herrera         ,MUN ,M,0.18 ,0.34 ,2.9,3.7 ,4.8 ,28 ,5.0  ,0.2 ,3652   ,31 ,      
m,C,Schindler       ,HUD ,D,0.26 ,0.26 ,3.1,3.1 ,3.0 ,99 ,4.3  ,3.0 ,3612   ,2  ,      
 ,L,Milivojevic     ,CRY ,M,0.22 ,0.22 ,3.3,3.3 ,4.0 ,100,6.0  ,2.7 ,3585   ,2  ,      
 ,A,Doucouré        ,WAT ,M,0.25 ,0.25 ,3.5,3.5 ,3.5 ,100,5.9  ,1.5 ,3535   ,4  ,      
 ,A,Gunnarsson      ,CAR ,M,0.23 ,0.23 ,3.0,3.0 ,4.0 ,44 ,4.4  ,0.7 ,3191   ,8  ,      
 ,R,Pereira         ,LEI ,D,0.59 ,0.59 ,5.0,5.0 ,5.0 ,78 ,5.1  ,6.6 ,3036   ,1  ,      
 ,T,Kongolo         ,HUD ,D,0.12 ,0.14 ,2.5,2.6 ,4.0 ,73 ,4.3  ,0.2 ,3030   ,26 ,      
 ,T,Alderweireld    ,TOT ,D,0.24 ,0.25 ,3.4,3.5 ,2.8 ,86 ,5.9  ,3.1 ,2770   ,2  ,      
 ,F,Balbuena        ,WHU ,D,0.14 ,0.14 ,2.6,2.6 ,2.0 ,93 ,4.4  ,1.1 ,2663   ,4  ,      
 ,I,Diop            ,WHU ,D,0.02 ,0.02 ,2.1,2.1 ,2.5 ,87 ,4.3  ,0.8 ,2536   ,5  ,      
 ,S,Morrison        ,CAR ,D,0.15 ,0.15 ,2.7,2.7 ,3.8 ,98 ,4.7  ,0.4 ,2273   ,10 ,      
 ,Y,Mina            ,EVE ,D,0.3  ,0.56 ,3.6,5.0 ,4.3 ,27 ,5.4  ,0.9 ,2216   ,4  ,      
 ,J,Pickford        ,EVE ,G,0.48 ,0.5  ,4.4,4.5 ,4.5 ,100,5.0  ,15.8,2194   ,0  ,      
 ,A,Townsend        ,CRY ,M,0.23 ,0.23 ,3.3,3.3 ,5.3 ,97 ,5.7  ,2.1 ,1835   ,1  ,      
 ,F,Fernández       ,NEW ,D,0.3  ,0.34 ,3.3,3.5 ,2.8 ,80 ,4.4  ,0.5 ,1565   ,5  ,      
 ,E,Dier            ,TOT ,M,0.23 ,0.25 ,3.1,3.2 ,2.8 ,76 ,4.8  ,1.8 ,1518   ,1  ,      
 ,D,Rice            ,WHU ,D,0.05 ,0.09 ,2.2,2.4 ,2.5 ,77 ,4.4  ,0.4 ,1406   ,6  ,      
 ,M,Zanka           ,HUD ,D,0.27 ,0.27 ,3.2,3.2 ,3.3 ,86 ,4.4  ,3.0 ,1289   ,1  ,      
 ,N,Mendy           ,LEI ,M,0.11 ,0.13 ,2.5,2.6 ,2.5 ,85 ,4.5  ,1.3 ,1080   ,1  ,      
 ,J,Cork            ,BUR ,M,0.09 ,0.0  ,2.4,2.0 ,3.5 ,92 ,4.6  ,0.4 ,999    ,4  ,      
 ,J,Hogg            ,HUD ,M,0.11 ,0.11 ,2.5,2.5 ,3.5 ,70 ,4.4  ,0.5 ,947    ,3  ,      
 ,S,Bamba           ,CAR ,D,0.24 ,0.24 ,3.1,3.1 ,3.5 ,93 ,4.5  ,1.3 ,868    ,1  ,      
 ,L,Lucas Moura     ,TOT ,M,0.37 ,0.39 ,4.6,4.7 ,3.0 ,80 ,7.0  ,10.0,844    ,0  ,      
 ,S,Coleman         ,EVE ,D,0.29 ,0.31 ,3.5,3.6 ,4.0 ,73 ,5.2  ,1.6 ,716    ,1  ,      
m,H,Lloris          ,TOT ,G,0.43 ,0.44 ,4.3,4.4 ,3.5 ,73 ,5.4  ,4.2 ,666    ,0  ,      
~,~,~~~~~~~~        ,~~~~,~,~~~~ ,~~~~~,~~~,~~~~,~~~~,~~ ,~~~~~,~   ,588.88 ,~~ ,~~~~~~
 ,N,Redmond         ,SOU ,M,0.06 ,0.06 ,2.3,2.3 ,2.0 ,99 ,5.2  ,0.3 ,525    ,3  ,      
 ,D,Jota            ,WOL ,M,0.07 ,0.08 ,2.4,2.5 ,2.8 ,66 ,5.9  ,0.9 ,501    ,1  ,      
 ,I,Gündogan        ,MCI ,M,0.52 ,0.83 ,4.8,6.5 ,5.0 ,40 ,5.4  ,2.4 ,394    ,0  ,      
o,C,Chambers        ,FUL ,D,-0.26,-0.24,0.9,1.0 ,1.0 ,52 ,4.2  ,0.9 ,358    ,1  ,      
 ,W,Boly            ,WOL ,D,0.28 ,0.3  ,3.3,3.4 ,1.5 ,100,4.6  ,4.8 ,227    ,0  ,      
 ,M,Le Marchand     ,FUL ,D,-0.17,-0.19,1.3,1.2 ,2.0 ,77 ,4.2  ,0.2 ,142    ,1  ,      
 ,W,Morgan          ,LEI ,D,0.11 ,0.13 ,2.5,2.6 ,3.8 ,70 ,4.5  ,0.9 ,97     ,0  ,      
 ,P,van Aanholt     ,CRY ,D,0.31 ,0.31 ,3.7,3.7 ,4.0 ,100,5.4  ,4.0 ,75     ,0  ,      
 ,B,Ecuele Manga    ,CAR ,D,0.0  ,0.0  ,2.0,2.0 ,1.8 ,100,4.4  ,0.1 ,54     ,1  ,      
 ,C,Taylor          ,BUR ,D,-0.07,-0.05,1.7,1.8 ,2.5 ,87 ,4.4  ,0.3 ,50     ,0  ,      
 ,J,Lössl           ,HUD ,G,0.25 ,0.25 ,3.1,3.1 ,2.8 ,86 ,4.4  ,1.6 ,19     ,0  ,      
 ,M,Sakho           ,CRY ,D,0.22 ,0.22 ,3.1,3.1 ,3.8 ,100,4.9  ,1.4 ,18     ,0  ,      
 ,J,Lerma           ,BOU ,M,0.13 ,0.02 ,2.6,2.1 ,2.3 ,69 ,4.5  ,0.4 ,3      ,0  ,      
 ,D,Pröpper         ,BHA ,M,0.0  ,0.0  ,2.0,2.0 ,1.5 ,71 ,4.8  ,0.1 ,-5     ,0  ,      
 ,D,Odoi            ,FUL ,D,-0.27,-0.3 ,0.8,0.7 ,1.0 ,83 ,4.4  ,0.1 ,-21    ,0  ,      
 ,F,Hadergjonaj     ,HUD ,D,0.07 ,0.09 ,2.3,2.4 ,2.5 ,75 ,4.4  ,0.1 ,-24    ,0  ,      
 ,H,Arter           ,CAR ,M,-0.06,-0.06,1.7,1.7 ,1.5 ,73 ,4.9  ,0.2 ,-31    ,0  ,      
 ,M,Diamé           ,NEW ,M,0.02 ,0.02 ,2.1,2.1 ,1.8 ,98 ,4.9  ,0.1 ,-35    ,-1 ,      
 ,I,Gueye           ,EVE ,M,0.02 ,0.02 ,2.1,2.1 ,2.5 ,92 ,4.8  ,0.3 ,-64    ,0  ,      
 ,J,Ralls           ,CAR ,M,-0.11,-0.11,1.5,1.5 ,1.3 ,74 ,4.7  ,0.1 ,-65    ,-1 ,      
 ,C,Coady           ,WOL ,D,0.13 ,0.16 ,2.6,2.7 ,1.3 ,100,4.5  ,0.6 ,-71    ,0  ,      
 ,M,Lemina          ,SOU ,M,0.08 ,0.08 ,2.4,2.4 ,2.3 ,91 ,4.8  ,0.2 ,-74    ,-1 ,      
 ,C,Löwe            ,HUD ,D,0.16 ,0.2  ,2.7,2.9 ,0.3 ,68 ,4.4  ,0.1 ,-115   ,-2 ,      
 ,M,Dubravka        ,NEW ,G,0.32 ,0.34 ,3.6,3.7 ,2.3 ,100,5.0  ,0.6 ,-153   ,0  ,      
 ,D,Yedlin          ,NEW ,D,0.16 ,0.18 ,2.7,2.8 ,1.3 ,93 ,4.5  ,1.5 ,-165   ,0  ,      
 ,N,Matic           ,MUN ,M,-0.06,-0.06,1.7,1.7 ,2.0 ,78 ,5.0  ,0.6 ,-166   ,0  ,      
 ,M,Lowton          ,BUR ,D,-0.04,-0.04,1.8,1.8 ,2.0 ,80 ,4.7  ,0.3 ,-177   ,-1 ,      
 ,W,Hoedt           ,SOU ,D,0.05 ,0.05 ,2.2,2.2 ,0.5 ,87 ,4.3  ,0.3 ,-191   ,-1 ,      
 ,G,Bong            ,BHA ,D,0.07 ,0.07 ,2.3,2.3 ,0.3 ,78 ,4.5  ,0.2 ,-195   ,-2 ,      
 ,S,Francis         ,BOU ,D,0.09 ,0.2  ,2.4,2.9 ,1.8 ,74 ,4.4  ,0.5 ,-205   ,-1 ,      
 ,P,Dummett         ,NEW ,D,0.27 ,0.27 ,3.2,3.2 ,0.5 ,67 ,4.4  ,0.2 ,-224   ,-2 ,      
 ,J,Bennett         ,CAR ,D,0.11 ,0.11 ,2.5,2.5 ,0.3 ,67 ,4.5  ,0.6 ,-306   ,-1 ,      
 ,M,Ritchie         ,NEW ,M,0.05 ,0.05 ,2.3,2.3 ,1.5 ,75 ,5.8  ,0.4 ,-325   ,-1 ,      
m,A,Ramsey          ,ARS ,M,0.15 ,0.18 ,3.1,3.3 ,3.3 ,48 ,7.3  ,1.2 ,-382   ,-1 ,      
 ,C,Cathcart        ,WAT ,D,0.16 ,0.16 ,2.7,2.7 ,1.3 ,99 ,4.5  ,0.9 ,-391   ,-1 ,      
 ,H,Costa           ,WOL ,M,0.0  ,0.04 ,2.0,2.2 ,1.8 ,76 ,4.8  ,0.5 ,-396   ,-1 ,      
 ,C,Smalling        ,MUN ,D,0.14 ,0.18 ,2.8,3.0 ,2.0 ,80 ,5.7  ,1.7 ,-402   ,0  ,      
 ,J,Gudmundsson     ,BUR ,M,0.39 ,0.47 ,4.3,4.8 ,1.8 ,79 ,5.9  ,2.7 ,-446   ,0  ,      
 ,A,Young           ,MUN ,D,-0.02,-0.02,1.9,1.9 ,1.5 ,67 ,5.7  ,1.1 ,-447   ,-1 ,      
 ,T,Deeney          ,WAT ,F,0.17 ,0.2  ,3.0,3.2 ,1.5 ,73 ,5.9  ,2.4 ,-460   ,0  ,      
 ,B,Mee             ,BUR ,D,0.04 ,0.06 ,2.2,2.3 ,2.3 ,100,4.7  ,2.1 ,-604   ,0  ,      
 ,J,Lascelles       ,NEW ,D,0.21 ,0.34 ,3.0,3.6 ,0.5 ,67 ,4.7  ,3.2 ,-632   ,0  ,      
m,B,Alli            ,TOT ,M,0.21 ,0.35 ,3.9,5.1 ,4.5 ,47 ,8.9  ,3.3 ,-823   ,0  ,      
 ,A,Pérez           ,NEW ,F,0.08 ,0.03 ,2.5,2.2 ,1.8 ,79 ,6.1  ,1.2 ,-936   ,-1 ,      
 ,C,Paterson        ,CAR ,M,0.26 ,0.34 ,3.4,3.8 ,4.3 ,70 ,5.3  ,1.3 ,-996   ,-1 ,      
o,W,Hennessey       ,CRY ,G,0.47 ,0.47 ,4.1,4.1 ,4.8 ,100,4.5  ,6.7 ,-1032  ,0  ,      
 ,J,Tomkins         ,CRY ,D,0.16 ,0.16 ,2.7,2.7 ,3.0 ,84 ,4.3  ,2.8 ,-1083  ,-1 ,      
 ,V,Camarasa        ,CAR ,M,0.13 ,0.13 ,2.6,2.6 ,1.8 ,90 ,4.6  ,1.7 ,-1100  ,-1 ,      
 ,P,Zabaleta        ,WHU ,D,0.14 ,0.14 ,2.6,2.6 ,1.8 ,72 ,4.3  ,2.7 ,-1125  ,-1 ,      
 ,A,Mooy            ,HUD ,M,0.2  ,0.2  ,3.0,3.0 ,5.3 ,91 ,5.1  ,2.1 ,-1296  ,-1 ,      
 ,R,Sessegnon       ,FUL ,M,0.15 ,0.25 ,2.9,3.5 ,3.5 ,85 ,6.0  ,2.6 ,-1362  ,-1 ,      
 ,A,Adam Smith      ,BOU ,D,0.25 ,0.3  ,3.1,3.3 ,0.3 ,71 ,4.4  ,0.5 ,-1529  ,-5 ,      
 ,A,Lennon          ,BUR ,M,0.14 ,0.2  ,2.7,3.0 ,1.8 ,82 ,5.0  ,0.8 ,-1558  ,-3 ,      
 ,W,Ndidi           ,LEI ,M,0.12 ,0.12 ,2.6,2.6 ,2.0 ,98 ,4.9  ,1.0 ,-1573  ,-3 ,      
 ,A,McCarthy        ,SOU ,G,0.29 ,0.31 ,3.3,3.4 ,2.5 ,100,4.5  ,3.3 ,-1709  ,-1 ,      
 ,J,Tarkowski       ,BUR ,D,0.11 ,0.17 ,2.5,2.8 ,0.3 ,75 ,4.7  ,4.1 ,-1716  ,-1 ,      
 ,J,Holebas         ,WAT ,D,0.38 ,0.38 ,3.8,3.8 ,2.5 ,79 ,4.7  ,11.1,-1740  ,0  ,      
 ,R,Lukaku          ,MUN ,F,0.18 ,0.25 ,3.9,4.7 ,4.0 ,74 ,10.7 ,4.4 ,-1751  ,-1 ,      
 ,R,Firmino         ,LIV ,F,0.23 ,0.24 ,4.1,4.2 ,5.8 ,82 ,9.2  ,16.7,-1777  ,0  ,      
 ,B,Foster          ,WAT ,G,0.2  ,0.2  ,2.9,2.9 ,2.0 ,100,4.5  ,3.9 ,-1887  ,-1 ,      
 ,V,Lindelöf        ,MUN ,D,0.02 ,0.04 ,2.1,2.2 ,2.0 ,73 ,4.8  ,0.8 ,-1913  ,-4 ,      
 ,K,Schmeichel      ,LEI ,G,0.3  ,0.28 ,3.5,3.4 ,4.8 ,100,5.0  ,5.0 ,-2033  ,-1 ,      
 ,G,Wijnaldum       ,LIV ,M,0.22 ,0.25 ,3.2,3.4 ,2.3 ,87 ,5.5  ,1.4 ,-2177  ,-3 ,      
 ,A,Begovic         ,BOU ,G,0.27 ,0.27 ,3.2,3.2 ,2.3 ,100,4.5  ,4.0 ,-2245  ,-1 ,      
 ,A,Knockaert       ,BHA ,M,0.2  ,0.33 ,3.1,3.8 ,2.3 ,68 ,5.5  ,0.9 ,-2279  ,-4 ,      
 ,J,King            ,BOU ,F,0.41 ,0.41 ,4.6,4.6 ,2.8 ,77 ,6.3  ,2.6 ,-2280  ,-1 ,      
 ,J,Seri            ,FUL ,M,0.17 ,0.23 ,2.9,3.2 ,1.8 ,87 ,5.2  ,2.2 ,-2535  ,-2 ,      
 ,J,Hart            ,BUR ,G,0.42 ,0.42 ,3.9,3.9 ,4.3 ,100,4.5  ,8.6 ,-2688  ,-1 ,      
 ,N,Aké             ,BOU ,D,0.22 ,0.22 ,3.1,3.1 ,1.0 ,100,5.0  ,4.7 ,-2719  ,-1 ,      
 ,N,Etheridge       ,CAR ,G,0.33 ,0.33 ,3.5,3.5 ,2.8 ,100,4.5  ,5.6 ,-2729  ,-1 ,      
 ,G,Xhaka           ,ARS ,M,0.19 ,0.23 ,3.0,3.2 ,2.0 ,88 ,5.3  ,3.0 ,-2884  ,-2 ,      
 ,P,Højbjerg        ,SOU ,M,0.18 ,0.18 ,2.8,2.8 ,1.3 ,79 ,4.5  ,4.1 ,-2992  ,-1 ,      
 ,B,Chilwell        ,LEI ,D,0.31 ,0.33 ,3.6,3.7 ,4.0 ,100,5.2  ,3.6 ,-3201  ,-2 ,      
 ,J,Moutinho        ,WOL ,M,0.17 ,0.23 ,2.9,3.2 ,1.5 ,93 ,5.3  ,2.7 ,-3358  ,-2 ,      
 ,W,Zaha            ,CRY ,F,0.22 ,0.22 ,3.5,3.5 ,2.0 ,87 ,6.7  ,14.0,-3516  ,0  ,      
 ,W,Hughes          ,WAT ,M,0.1  ,0.12 ,2.5,2.6 ,1.5 ,84 ,5.0  ,1.1 ,-3613  ,-6 ,      
 ,C,Azpilicueta     ,CHE ,D,0.33 ,0.37 ,4.1,4.3 ,4.3 ,100,6.3  ,9.8 ,-3848  ,-1 ,      
 ,F,Fernandinho     ,MCI ,M,0.24 ,0.24 ,3.3,3.3 ,2.3 ,98 ,5.4  ,5.4 ,-4041  ,-1 ,      
 ,M,Ryan            ,BHA ,G,0.37 ,0.37 ,3.7,3.7 ,2.3 ,100,4.6  ,5.9 ,-4123  ,-1 ,      
 ,D,De Gea          ,MUN ,G,0.16 ,0.16 ,2.9,2.9 ,2.8 ,100,5.7  ,15.4,-4361  ,0  ,      
 ,N,Kanté           ,CHE ,M,0.2  ,0.22 ,3.0,3.1 ,3.0 ,99 ,4.9  ,16.2,-4581  ,0  ,      
 ,S,Steve Cook      ,BOU ,D,0.26 ,0.26 ,3.2,3.2 ,1.3 ,100,4.6  ,8.2 ,-4638  ,-1 ,      
 ,A,Rüdiger         ,CHE ,D,0.4  ,0.43 ,4.4,4.6 ,3.3 ,98 ,6.0  ,5.2 ,-5000  ,-2 ,      
 ,K,Kepa            ,CHE ,G,0.42 ,0.45 ,4.3,4.5 ,4.8 ,100,5.5  ,5.5 ,-5072  ,-2 ,      
 ,R,Kenedy          ,NEW ,M,0.16 ,0.18 ,2.8,2.9 ,2.5 ,75 ,4.9  ,1.6 ,-5074  ,-5 ,      
 ,R,Bennett         ,WOL ,D,0.14 ,0.17 ,2.6,2.7 ,1.3 ,93 ,4.2  ,11.0,-5173  ,-1 ,      
 ,R,Bertrand        ,SOU ,D,0.17 ,0.17 ,2.8,2.8 ,0.3 ,80 ,4.8  ,2.9 ,-5349  ,-3 ,      
 ,K,Walker          ,MCI ,D,0.49 ,0.49 ,5.2,5.2 ,2.5 ,80 ,6.5  ,13.9,-5669  ,-1 ,      
 ,D,Brooks          ,BOU ,M,0.27 ,0.31 ,3.4,3.6 ,2.5 ,71 ,5.2  ,3.2 ,-5940  ,-3 ,      
 ,T,Walcott         ,EVE ,M,0.27 ,0.3  ,3.7,3.9 ,3.3 ,84 ,6.3  ,4.5 ,-6250  ,-2 ,      
 ,J,Jonny           ,WOL ,D,0.41 ,0.5  ,3.8,4.2 ,0.5 ,75 ,4.4  ,1.6 ,-6303  ,-7 ,      
 ,R,Patrício        ,WOL ,G,0.33 ,0.35 ,3.5,3.6 ,1.8 ,100,4.6  ,9.3 ,-6321  ,-1 ,      
 ,E,Capoue          ,WAT ,M,0.22 ,0.22 ,3.1,3.1 ,0.3 ,87 ,5.0  ,0.9 ,-6457  ,-12,      
 ,A,Schürrle        ,FUL ,M,0.29 ,0.33 ,3.7,3.9 ,2.3 ,75 ,5.8  ,4.4 ,-6720  ,-3 ,      
 ,D,David Luiz      ,CHE ,D,0.37 ,0.37 ,4.1,4.1 ,4.0 ,93 ,5.6  ,6.0 ,-8198  ,-2 ,      
 ,L,Shaw            ,MUN ,D,0.12 ,0.12 ,2.6,2.6 ,0.3 ,79 ,5.0  ,5.4 ,-8623  ,-3 ,      
 ,P,Billing         ,HUD ,M,0.09 ,0.09 ,2.4,2.4 ,2.0 ,96 ,4.5  ,2.2 ,-8629  ,-7 ,      
 ,P,Pogba           ,MUN ,M,0.2  ,0.23 ,3.6,3.8 ,1.3 ,84 ,7.9  ,10.4,-8727  ,-1 ,      
m,A,Laporte         ,MCI ,D,0.41 ,0.44 ,4.5,4.7 ,2.8 ,93 ,6.1  ,16.5,-9274  ,-1 ,      
 ,J,Jorginho        ,CHE ,M,0.16 ,0.16 ,2.8,2.8 ,1.5 ,90 ,4.9  ,8.1 ,-11912 ,-2 ,      
 ,H,Maguire         ,LEI ,D,0.31 ,0.37 ,3.7,4.0 ,0.0 ,69 ,5.4  ,9.3 ,-12132 ,-2 ,      
 ,W,Willian         ,CHE ,M,0.25 ,0.22 ,3.8,3.6 ,1.8 ,67 ,7.3  ,5.5 ,-12765 ,-4 ,      
m,E,Ederson         ,MCI ,G,0.48 ,0.48 ,4.8,4.8 ,3.0 ,100,5.8  ,26.3,-12914 ,-1 ,      
 ,D,David Silva     ,MCI ,M,0.39 ,0.44 ,5.4,5.8 ,5.5 ,75 ,8.7  ,11.5,-15068 ,-2 ,      
 ,A,Martial         ,MUN ,M,0.5  ,0.71 ,5.8,7.4 ,4.5 ,58 ,7.6  ,12.1,-16154 ,-2 ,      
 ,J,Vardy           ,LEI ,F,0.26 ,0.22 ,4.3,4.0 ,4.5 ,63 ,8.9  ,3.9 ,-18106 ,-8 ,      
 ,G,Murray          ,BHA ,F,0.37 ,0.48 ,4.5,5.2 ,4.5 ,77 ,6.7  ,5.6 ,-21991 ,-7 ,      
 ,R,Pereyra         ,WAT ,M,0.37 ,0.37 ,4.3,4.3 ,1.8 ,94 ,6.3  ,15.3,-23914 ,-3 ,      
 ,R,Neves           ,WOL ,M,0.2  ,0.2  ,3.0,3.0 ,1.0 ,93 ,5.0  ,14.1,-25272 ,-3 ,      
 ,M,Salah           ,LIV ,M,0.31 ,0.32 ,6.0,6.1 ,5.8 ,90 ,13.0 ,34.7,-26641 ,-1 ,      
 ,J,Gomez           ,LIV ,D,0.39 ,0.49 ,4.0,4.5 ,2.8 ,78 ,5.1  ,3.4 ,-28990 ,-14,      
 ,E,Hazard          ,CHE ,M,0.43 ,0.52 ,6.7,7.7 ,3.8 ,78 ,11.0 ,34.5,-35895 ,-2 ,      
 ,M,Alonso          ,CHE ,D,0.59 ,0.65 ,6.2,6.6 ,3.8 ,99 ,7.1  ,47.1,-43499 ,-2 ,      
 ,S,Duffy           ,BHA ,D,0.36 ,0.45 ,3.7,4.1 ,2.5 ,95 ,4.7  ,6.8 ,-69656 ,-17,      
 ,A,Robertson       ,LIV ,D,0.69 ,0.69 ,6.5,6.5 ,6.3 ,87 ,6.5  ,31.0,-77072 ,-4 ,      
m,S,Mané            ,LIV ,M,0.43 ,0.43 ,6.2,6.2 ,3.8 ,85 ,9.7  ,27.9,-130606,-8 ,      
 ,S,Agüero          ,MCI ,F,0.38 ,0.38 ,6.3,6.3 ,2.3 ,71 ,11.3 ,33.3,-245522,-12,      
 ,M,Arnautovic      ,WHU ,F,0.35 ,0.41 ,4.5,4.9 ,2.3 ,75 ,7.1  ,17.4,-341788,-33,      
