O,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,031217
,J,Tarkowski,BUR,D,0.36,0.31,3.6,3.4,3.0,2070,4.5,2.8,3520,2,
,A,Christensen,CHE,D,0.23,0.3,3.2,3.6,3.0,1707,5.3,2.1,567,0,
,J,Matip,LIV,D,0.22,0.3,3.2,3.6,2.0,1815,5.4,1.9,-408,0,
,C,Clark,NEW,D,0.27,0.3,3.2,3.3,0.0,1745,4.4,1.9,-1330,-1,
,J,Milner,LIV,D,0.03,0.28,2.2,3.7,1.3,1323,6.0,2.3,226,0,
,D,Sánchez,TOT,D,0.25,0.28,3.5,3.7,5.3,1980,6.0,1.3,142,0,
,H,Bellerín,ARS,D,0.25,0.27,3.5,3.6,0.7,2527,5.9,9.9,-16414,-3,
,G,Cahill,CHE,D,0.11,0.26,2.7,3.6,0.8,1542,6.2,3.0,-61,0,
,K,Naughton,SWA,D,0.3,0.26,3.4,3.2,3.0,2506,4.6,5.7,2262,1,
,J,Tomkins,CRY,D,0.18,0.25,2.8,3.1,3.3,1756,4.4,2.7,1875,1,
,C,Löwe,HUD,D,0.14,0.25,2.6,3.1,0.0,1312,4.4,1.2,-60,0,
x,H,Maguire,LEI,D,0.25,0.25,3.4,3.4,2.0,2700,5.6,12.7,-4657,-1,
x,A,Mawson,SWA,D,0.27,0.25,3.4,3.3,2.3,2700,5.1,3.9,1651,1,
,C,Dawson,WBA,D,0.21,0.25,3.0,3.2,2.5,1790,4.8,1.7,141,0,
,A,Cresswell,WHU,D,0.22,0.25,3.1,3.3,1.0,2379,5.1,2.7,-3723,-2,
,J,Stephens,SOU,D,0.2,0.24,2.9,3.1,2.3,1620,4.5,0.9,-1321,-3,
,M,Bauer,STK,D,0.2,0.24,2.9,3.1,3.0,676,4.5,0.8,374,1,
,F,Fernández,SWA,D,0.27,0.24,3.2,3.1,2.7,2160,4.5,4.2,-1659,-1,
,S,Prödl,WAT,D,0.05,0.23,2.2,3.0,4.3,1233,4.3,0.3,57,0,
,J,Holebas,WAT,D,0.17,0.23,2.8,3.1,5.0,1751,4.8,0.6,709,2,
~,~,~~~~~~~~,~~~~,~,~~~~,0.23,~~~,~~~~,~~~~,~~~,~~~~~,~,~~~,~~,~~~~~~
,D,Janmaat,WAT,D,0.21,0.21,3.0,3.0,4.0,1374,4.8,0.6,-83,0,
,A,Hegazi,WBA,D,0.19,0.21,2.9,3.0,1.0,2666,4.7,20.7,-6216,-1,
,N,Aké,BOU,D,0.16,0.2,2.8,3.0,1.5,2632,5.1,7.3,13915,3,
,S,Duffy,BHA,D,0.17,0.2,2.8,2.9,3.0,2592,4.6,3.4,-1153,-1,
,B,Mee,BUR,D,0.22,0.2,3.1,3.0,3.3,2520,4.9,14.5,1068,0,
,C,Daniels,BOU,D,0.15,0.19,2.7,2.9,0.8,2298,4.7,7.8,4822,1,
,J,Kenny,EVE,D,0.14,0.19,2.6,2.8,0.7,1589,4.2,3.0,-2509,-1,
,C,Fuchs,LEI,D,0.13,0.19,2.6,2.9,1.0,1642,4.8,2.0,-656,-1,
,G,Bong,BHA,D,0.11,0.18,2.5,2.8,1.0,1522,4.4,0.2,-145,-1,
,C,Martina,EVE,D,0.14,0.18,2.6,2.8,1.0,1830,4.4,2.5,-2657,-2,
,S,Steve Cook,BOU,D,0.09,0.17,2.4,2.8,0.5,2044,4.6,1.2,1053,2,
,R,Bertrand,SOU,D,0.15,0.17,2.8,2.9,2.5,2425,5.3,5.2,-816,0,
,R,Shawcross,STK,D,0.15,0.17,2.7,2.8,0.0,1651,4.8,0.9,106,0,
,L,Baines,EVE,D,0.25,0.16,3.4,2.9,4.0,1189,5.6,3.7,8230,4,
,S,Coleman,EVE,D,0.2,0.16,3.3,3.0,3.3,315,6.4,0.7,1929,5,
,J,Evans,WBA,D,0.14,0.16,2.7,2.8,0.5,2083,4.9,1.1,-1216,-2,
,K,Zouma,STK,D,0.13,0.15,2.7,2.8,3.3,2361,5.4,2.4,2449,2,
,A,Nyom,WBA,D,0.06,0.15,2.3,2.7,0.0,1586,4.8,1.1,-78,0,
,A,Mariappa,WAT,D,0.07,0.14,2.3,2.6,4.7,1569,4.2,5.7,510,0,
,K,Gibbs,WBA,D,0.1,0.14,2.5,2.7,0.8,2166,5.0,0.4,297,1,
,A,Williams,EVE,D,0.06,0.13,2.3,2.7,0.0,1830,5.2,2.3,-1357,-1,
,C,Schindler,HUD,D,0.17,0.13,2.8,2.6,3.0,2544,4.6,4.2,10107,4,
,W,Reid,WHU,D,0.1,0.13,2.5,2.6,0.3,1452,4.8,0.6,-127,0,
,B,Chilwell,LEI,D,0.09,0.12,2.4,2.5,3.0,1398,4.3,1.2,311,0,
,W,Hoedt,SOU,D,0.1,0.12,2.5,2.6,2.8,1800,5.0,0.1,-159,-3,
,M,Olsson,SWA,D,0.14,0.12,2.7,2.6,2.3,2484,5.0,0.3,22,0,
,L,Dunk,BHA,D,0.11,0.11,2.5,2.5,3.0,2700,4.5,3.1,-1202,-1,
,M,Zanka,HUD,D,0.16,0.11,2.7,2.5,3.0,2700,4.5,7.0,8144,2,
,V,van Dijk,LIV,D,0.07,0.11,2.4,2.6,4.0,1533,5.6,7.5,6246,1,
,C,Kabasele,WAT,D,0.09,0.11,2.4,2.5,0.0,2039,4.4,0.6,-629,-2,
,P,Dummett,NEW,D,0.12,0.1,2.5,2.4,3.5,915,4.2,0.5,699,2,
,C,Cédric,SOU,D,0.06,0.09,2.3,2.4,2.5,2074,4.7,3.1,-498,0,
,E,Pieters,STK,D,0.09,0.09,2.4,2.4,2.0,2087,4.7,0.5,421,1,
,M,Keane,EVE,D,0.08,0.08,2.4,2.4,3.0,1839,5.3,5.0,1667,1,
,D,Yedlin,NEW,D,0.07,0.07,2.3,2.3,3.3,2189,4.4,0.8,167,0,
,J,Manquillo,NEW,D,0.07,0.07,2.3,2.3,0.3,1691,4.3,0.7,-177,0,
x,A,Ogbonna,WHU,D,0.05,0.07,2.2,2.3,0.3,2160,4.3,3.8,-3396,-2,
,P,Zabaleta,WHU,D,0.06,0.06,2.3,2.3,0.3,2569,4.9,2.0,-842,-1,
,D,Simpson,LEI,D,0.0,0.05,2.0,2.2,1.0,1934,4.3,2.3,-427,0,
,J,Schlupp,CRY,D,0.02,0.04,2.1,2.2,1.7,1713,4.7,0.2,316,3,
,A,Adam Smith,BOU,D,0.04,0.02,2.2,2.1,3.3,2011,4.8,0.6,2341,7,
,P,van Aanholt,CRY,D,0.0,0.02,2.0,2.1,5.0,1471,5.1,1.5,7750,9,
,W,Morgan,LEI,D,0.0,0.02,2.0,2.1,2.0,2187,4.4,1.8,20,0,
,A,Masuaku,WHU,D,0.02,0.02,2.1,2.1,0.0,1323,4.2,0.5,-111,0,
,S,Dann,CRY,D,-0.02,0.0,1.9,2.0,0.0,1434,4.6,0.3,-43,0,
,T,Fosu-Mensah,CRY,D,-0.02,0.0,1.9,2.0,0.7,1590,4.4,1.1,-172,0,
,S,Francis,BOU,D,-0.09,-0.02,1.6,1.9,0.5,2242,4.3,1.6,1257,1,
,P,Jagielka,EVE,D,0.0,-0.02,2.0,1.9,2.0,1354,4.7,2.5,519,0,
,T,Smith,HUD,D,0.0,-0.02,2.0,1.9,0.3,1646,4.7,0.2,15,0,
,G,Cameron,STK,D,-0.07,-0.02,1.7,1.9,2.7,1453,4.3,0.3,95,1,
,B,Martins Indi,STK,D,-0.14,-0.04,1.3,1.8,3.0,787,4.9,0.0,35,0.0,
,F,Lejeune,NEW,D,0.0,-0.05,2.0,1.8,3.8,1383,4.3,0.2,332,3,
,K,Wimmer,STK,D,-0.22,-0.17,1.1,1.3,0.0,1321,4.1,0.3,-175,-1,
