O,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,031217
,J,Henderson,LIV,M,0.17,0.21,2.9,3.1,0.8,1508,5.3,1.1,-94,0,
,D,Tadic,SOU,M,0.16,0.18,3.0,3.1,2.0,2112,6.2,1.6,-486,-1,
,A,Carrillo,WAT,M,0.07,0.2,2.4,3.1,1.0,1517,5.5,0.1,-13,0,
,P,Obiang,WHU,M,0.14,0.26,2.6,3.1,0.0,1558,4.3,0.9,-556,-1,
,G,Xhaka,ARS,M,0.17,0.19,2.9,3.0,2.7,2615,5.2,7.1,-1674,0,
,J,Hendrick,BUR,M,0.15,0.19,2.8,3.0,3.0,2081,5.4,0.2,-30,0,
,N,Kanté,CHE,M,0.24,0.2,3.2,3.0,2.8,2274,4.9,11.4,335,0,
,M,Diamé,NEW,M,0.07,0.22,2.3,3.0,2.5,1347,4.6,0.3,-153,-1,
,J,Ibe,BOU,M,0.13,0.19,2.6,2.9,0.5,1604,4.8,1.3,-1706,-2,
,S,March,BHA,M,0.02,0.19,2.1,2.9,0.7,1608,4.8,0.2,-40,0,
,C,Kouyaté,WHU,M,0.12,0.18,2.6,2.9,2.3,2080,5.0,0.3,-164,-1,
,D,Gosling,BOU,M,0.08,0.17,2.4,2.8,3.0,1452,4.8,0.1,292,5,
,J,McArthur,CRY,M,0.14,0.19,2.6,2.8,2.0,1746,4.3,3.7,-687,0,
,R,van La Parra,HUD,M,0.08,0.17,2.4,2.8,5.5,1718,4.8,1.0,2729,5,
,V,Iborra,LEI,M,0.18,0.14,3.0,2.8,3.3,1145,5.7,0.1,164,3,
,G,Wijnaldum,LIV,M,0.06,0.12,2.4,2.8,1.0,1707,6.6,2.2,-64,0,
,M,Lemina,SOU,M,0.06,0.17,2.3,2.8,2.3,1490,4.8,0.2,-201,-2,
,M,Phillips,WBA,M,0.11,0.15,2.6,2.8,2.0,1593,5.4,0.5,144,0,
,G,Krychowiak,WBA,M,0.06,0.17,2.3,2.8,1.8,1537,4.8,0.2,-23,0,
,M,Noble,WHU,M,0.17,0.15,2.9,2.8,1.7,1680,5.3,0.3,-259,-1,
,N,Matic,MUN,M,0.13,0.15,2.6,2.7,3.5,2649,4.7,9.1,1187,0,
,T,Cleverley,WAT,M,0.1,0.14,2.5,2.7,0.0,1900,5.0,0.4,-121,-1,
,D,Pröpper,BHA,M,0.09,0.11,2.5,2.6,2.0,2685,5.3,0.1,-18,0,
,S,Defour,BUR,M,0.11,0.11,2.6,2.6,0.0,1998,5.4,0.3,-56,0,
,A,Lennon,BUR,M,0.04,0.11,2.2,2.6,3.0,1251,5.4,0.2,78,1,
,Y,Cabaye,CRY,M,0.06,0.11,2.3,2.6,0.0,1741,5.3,0.2,-51,0,
,T,Ince,HUD,M,0.07,0.11,2.4,2.6,1.8,2211,5.5,0.5,257,1,
,D,Fletcher,STK,M,0.13,0.13,2.6,2.6,0.0,2110,4.8,0.5,-41,0,
,T,Carroll,SWA,M,0.07,0.14,2.3,2.6,1.3,2032,4.3,5.1,-3854,-1,
,D,Stephens,BHA,M,0.11,0.11,2.5,2.5,2.0,2610,4.5,1.7,-3412,-3,
,J,Cork,BUR,M,0.11,0.11,2.5,2.5,2.3,2700,4.5,2.8,-210,0,
,N,Redmond,SOU,M,0.03,0.08,2.2,2.5,1.8,1641,5.9,1.9,-102,0,
,L,Fer,SWA,M,0.0,0.1,2.0,2.5,0.0,1394,5.2,0.2,-18,0,
,E,Dier,TOT,M,0.09,0.11,2.4,2.5,2.0,2464,4.7,2.6,-2556,-2,
,W,Ndidi,LEI,M,0.08,0.08,2.4,2.4,1.7,2670,4.9,0.5,-259,-1,
,L,Lewis Cook,BOU,M,0.0,0.07,2.0,2.3,2.8,1633,4.3,1.3,335,0,
,T,Davies,EVE,M,-0.04,0.06,1.8,2.3,2.0,1492,5.1,0.5,513,2,
,J,Livermore,WBA,M,0.0,0.06,2.0,2.3,1.0,1951,4.8,0.1,16,0,
,I,Gueye,EVE,M,0.04,0.04,2.2,2.2,1.0,2198,4.8,0.8,-160,0,
,M,Merino,NEW,M,0.02,0.04,2.1,2.2,0.8,1324,5.0,0.1,-31,-1,
,M,Dembélé,TOT,M,-0.02,0.04,1.9,2.2,2.3,1545,4.9,1.8,-135,0,
,G,Barry,WBA,M,0.04,0.04,2.2,2.2,1.0,1921,4.5,0.9,-501,-1,
,J,Shelvey,NEW,M,0.02,0.02,2.1,2.1,4.0,1552,5.2,0.4,778,3,
,O,Oriol Romeu,SOU,M,0.0,0.02,2.0,2.1,1.5,2267,4.3,2.2,-999,-1,
,I,Hayden,NEW,M,-0.07,0.0,1.7,2.0,0.8,1327,4.4,0.2,-28,0,
,M,Schneiderlin,EVE,M,-0.09,-0.02,1.6,1.9,0.0,1530,4.7,0.5,-180,-1,
,J,Hogg,HUD,M,-0.07,-0.05,1.7,1.8,2.0,1720,4.4,0.2,99,1,
