I,web_name,team,T,VA/M,pt,g,p/g,min,min/g,price,%
S,Okazaki,LEI,F,0.49,14,3,4.7,205,68.0,5.5,4.4
C,Brunt,WBA,M,0.49,14,3,4.7,270,90.0,5.5,2.3
J,Jesé,STK,M,0.45,14,3,4.7,205,68.0,6.0,9.5
S,Vokes,BUR,F,0.41,18,4,4.5,299,74.0,6.1,6.3
D,David Luiz,CHE,D,0.42,18,4,4.5,360,90.0,6.0,26.2
L,Fabianski,SWA,G,0.56,18,4,4.5,360,90.0,4.5,4.2
D,Danilo,MCI,D,0.45,18,4,4.5,272,68.0,5.5,4.9
N,Kanté,CHE,M,0.46,17,4,4.3,360,90.0,5.0,16.7
K,De Bruyne,MCI,M,0.23,17,4,4.3,360,90.0,9.9,17.2
F,Fernández,SWA,D,0.51,17,4,4.3,360,90.0,4.5,2.4
K,Walker,MCI,D,0.35,13,3,4.3,223,74.0,6.5,12.4
K,Trippier,TOT,D,0.43,13,3,4.3,270,90.0,5.4,2.6
H,Kane,TOT,F,0.19,17,4,4.3,354,88.0,12.4,26.9
C,Kabasele,WAT,D,0.51,13,3,4.3,188,62.0,4.5,0.1
B,Foster,WBA,G,0.51,17,4,4.3,360,90.0,4.5,17.9
S,Mustafi,ARS,D,0.37,8,2,4.0,180,90.0,5.4,1.5
G,Xhaka,ARS,M,0.36,16,4,4.0,348,87.0,5.6,14.7
C,Fàbregas,CHE,M,0.29,12,3,4.0,247,82.0,6.9,5.5
E,Kachunga,HUD,M,0.33,12,3,4.0,248,82.0,6.0,0.4
N,Otamendi,MCI,D,0.36,16,4,4.0,340,85.0,5.5,7.4
R,Bertrand,SOU,D,0.36,16,4,4.0,355,88.0,5.5,15.1
H,Lloris,TOT,G,0.36,16,4,4.0,360,90.0,5.5,13.2
C,Dawson,WBA,D,0.4,16,4,4.0,360,90.0,5.0,5.7
J,Manquillo,NEW,D,0.44,16,4,4.0,360,90.0,4.5,1.1
A,Ramsey,ARS,M,0.26,15,4,3.8,224,56.0,7.0,3.1
A,Lacazette,ARS,F,0.17,15,4,3.8,270,67.0,10.4,13.4
T,Hemed,BHA,F,0.37,15,4,3.8,255,63.0,4.9,0.6
T,Courtois,CHE,G,0.33,15,4,3.8,360,90.0,5.5,14.6
J,Stones,MCI,D,0.33,15,4,3.8,245,61.0,5.5,5.1
J,Stephens,SOU,D,0.36,15,4,3.8,360,90.0,5.0,0.8
C,Mbemba,NEW,D,0.43,11,3,3.7,236,78.0,4.0,7.8
M,Lowton,BUR,D,0.33,14,4,3.5,360,90.0,4.5,1.1
W,Hennessey,CRY,G,0.33,14,4,3.5,360,90.0,4.5,1.6
J,Pickford,EVE,G,0.3,14,4,3.5,360,90.0,5.0,9.7
R,Klavan,LIV,D,0.33,7,2,3.5,180,90.0,4.5,0.4
C,Cédric,SOU,D,0.3,14,4,3.5,360,90.0,5.0,11.6
A,Mawson,SWA,D,0.3,14,4,3.5,360,90.0,5.0,1.1
M,Olsson,SWA,D,0.3,14,4,3.5,360,90.0,5.0,0.3
T,Abraham,SWA,F,0.27,14,4,3.5,329,82.0,5.5,3.9
T,Alderweireld,TOT,D,0.25,14,4,3.5,360,90.0,6.0,14.1
J,Vertonghen,TOT,D,0.25,14,4,3.5,360,90.0,6.0,8.2
Y,Kaboul,WAT,D,0.34,7,2,3.5,151,75.0,4.4,0.3
T,Cleverley,WAT,M,0.3,14,4,3.5,360,90.0,5.0,0.3
M,Phillips,WBA,M,0.25,14,4,3.5,324,81.0,6.0,2.6
M,Antonio,WHU,M,0.2,7,2,3.5,157,78.0,7.5,0.7
~,~~~~~~~~,~~~~,~,~~~~,~~,~,3.44,~~~,~~~~~,~~~~~,~
S,Duffy,BHA,D,0.29,13,4,3.3,360,90.0,4.5,0.5
R,Brady,BUR,M,0.24,13,4,3.3,347,86.0,5.5,1.8
A,Rüdiger,CHE,D,0.22,13,4,3.3,360,90.0,5.9,2.2
W,Willian,CHE,M,0.18,13,4,3.3,284,71.0,7.1,17.1
P,Jagielka,EVE,D,0.26,10,3,3.3,262,87.0,5.0,7.0
J,Matip,LIV,D,0.24,13,4,3.3,360,90.0,5.5,3.1
M,Ritchie,NEW,M,0.22,13,4,3.3,357,89.0,5.9,2.4
S,Davis,SOU,M,0.26,13,4,3.3,349,87.0,5.0,1.2
D,Tadic,SOU,M,0.2,13,4,3.3,298,74.0,6.5,4.6
M,Gabbiadini,SOU,F,0.19,13,4,3.3,285,71.0,7.0,5.0
R,Shawcross,STK,D,0.26,10,3,3.3,270,90.0,5.0,1.6
M,Britos,WAT,D,0.29,10,3,3.3,203,67.0,4.5,1.8
P,Cech,ARS,G,0.18,12,4,3.0,360,90.0,5.5,5.4
L,Koscielny,ARS,D,0.17,6,2,3.0,180,90.0,6.0,0.8
S,Defour,BUR,M,0.18,12,4,3.0,325,81.0,5.5,0.5
J,Cork,BUR,M,0.22,12,4,3.0,360,90.0,4.5,3.7
K,Zouma,STK,D,0.18,12,4,3.0,360,90.0,5.5,3.0
V,Moses,CHE,D,0.15,9,3,3.0,251,83.0,6.5,0.9
M,Keane,EVE,D,0.18,12,4,3.0,360,90.0,5.5,12.9
D,Calvert-Lewin,EVE,F,0.2,12,4,3.0,253,63.0,5.0,2.0
T,Ince,HUD,M,0.17,9,3,3.0,270,90.0,6.0,1.3
E,Can,LIV,M,0.2,9,3,3.0,263,87.0,5.0,7.4
E,Ederson,MCI,G,0.18,12,4,3.0,315,78.0,5.5,4.1
F,Fernandinho,MCI,M,0.2,12,4,3.0,360,90.0,5.0,3.7
N,Redmond,SOU,M,0.15,12,4,3.0,360,90.0,6.5,6.2
X,Shaqiri,STK,M,0.17,12,4,3.0,294,73.0,5.9,2.4
M,Diouf,STK,F,0.19,9,3,3.0,270,90.0,5.4,0.3
L,Britton,SWA,M,0.22,3,1,3.0,73,73.0,4.5,0.2
J,Ayew,SWA,F,0.2,12,4,3.0,360,90.0,5.0,2.5
S,Field,WBA,M,0.22,6,2,3.0,154,77.0,4.5,0.3
J,Joselu,NEW,F,0.18,9,3,3.0,187,62.0,5.5,0.4
R,Sanches,SWA,M,0.2,3,1,3.0,68,68.0,5.0,2.4
A,Begovic,BOU,G,0.18,11,4,2.8,360,90.0,4.5,4.9
C,Daniels,BOU,D,0.16,11,4,2.8,360,90.0,4.9,13.1
M,Ryan,BHA,G,0.18,11,4,2.8,360,90.0,4.5,0.7
S,March,BHA,M,0.16,11,4,2.8,346,86.0,5.0,0.2
J,Tarkowski,BUR,D,0.18,11,4,2.8,360,90.0,4.5,0.1
N,Matic,MUN,M,0.16,11,4,2.8,360,90.0,5.0,15.4
C,Atsu,NEW,M,0.16,11,4,2.8,301,75.0,5.0,3.5
A,Pérez,NEW,F,0.15,11,4,2.8,349,87.0,5.5,1.2
G,Cameron,STK,D,0.18,11,4,2.8,293,73.0,4.5,0.6
M,Suttner,BHA,D,0.18,11,4,2.8,360,90.0,4.5,0.7
P,Billing,HUD,M,0.16,8,3,2.7,240,80.0,4.5,0.7
S,Mignolet,LIV,G,0.14,8,3,2.7,270,90.0,5.0,1.6
A,Moreno,LIV,D,0.16,8,3,2.7,270,90.0,4.5,1.9
V,Kompany,MCI,D,0.12,8,3,2.7,270,90.0,6.0,4.5
S,Berahino,STK,F,0.12,8,3,2.7,151,50.0,5.9,0.5
N,Monreal,ARS,D,0.09,10,4,2.5,360,90.0,5.4,3.5
B,Mee,BUR,D,0.11,10,4,2.5,360,90.0,4.5,8.0
N,Chalobah,WAT,M,0.11,10,4,2.5,360,90.0,4.5,3.0
L,Baines,EVE,D,0.08,10,4,2.5,360,90.0,6.0,8.9
A,Williams,EVE,D,0.09,10,4,2.5,285,71.0,5.5,3.9
M,Albrighton,LEI,M,0.09,10,4,2.5,281,70.0,5.5,2.7
J,Mata,MUN,M,0.07,10,4,2.5,233,58.0,7.0,2.9
E,Pieters,STK,D,0.1,10,4,2.5,358,89.0,5.0,0.9
L,Fer,SWA,M,0.09,10,4,2.5,360,90.0,5.5,0.6
T,Carroll,SWA,M,0.11,10,4,2.5,355,88.0,4.5,6.2
J,Livermore,WBA,M,0.1,10,4,2.5,340,85.0,5.0,0.3
J,Rodriguez,WBA,F,0.08,10,4,2.5,354,88.0,5.9,1.8
M,Lemina,SOU,M,0.1,5,2,2.5,127,63.0,5.0,0.2
S,Clucas,SWA,M,0.1,5,2,2.5,180,90.0,5.0,0.0
H,Bellerín,ARS,D,0.05,9,4,2.3,360,90.0,5.9,10.7
B,Bruno,BHA,D,0.07,9,4,2.3,286,71.0,4.5,0.2
D,Stephens,BHA,M,0.07,9,4,2.3,360,90.0,4.5,0.6
A,Gray,WAT,F,0.05,9,4,2.3,282,70.0,6.4,1.6
G,Barry,WBA,M,0.07,7,3,2.3,270,90.0,4.5,1.6
D,Lovren,LIV,D,0.06,7,3,2.3,181,60.0,5.4,1.5
J,Henderson,LIV,M,0.05,9,4,2.3,360,90.0,5.5,1.7
G,Wijnaldum,LIV,M,0.04,9,4,2.3,307,76.0,6.9,4.6
D,Fletcher,STK,M,0.06,9,4,2.3,360,90.0,5.0,0.7
E,Dier,TOT,M,0.06,9,4,2.3,337,84.0,5.0,3.5
J,McClean,WBA,M,0.06,7,3,2.3,168,56.0,5.0,0.2
D,Pröpper,BHA,M,0.05,9,4,2.3,360,90.0,5.5,0.1
M,Özil,ARS,M,0.0,8,4,2.0,360,90.0,9.5,2.4
A,Surman,BOU,M,0.0,6,3,2.0,270,90.0,4.5,0.9
D,Gosling,BOU,M,0.0,4,2,2.0,180,90.0,4.9,0.1
J,King,BOU,F,0.0,8,4,2.0,360,90.0,7.3,2.7
L,Dunk,BHA,D,0.0,8,4,2.0,360,90.0,4.5,1.4
T,Heaton,BUR,G,0.0,8,4,2.0,305,76.0,5.0,7.0
J,Gudmundsson,BUR,M,0.0,8,4,2.0,298,74.0,5.0,0.1
J,Hendrick,BUR,M,0.0,4,2,2.0,180,90.0,5.4,0.1
R,Loftus-Cheek,CRY,M,0.0,4,2,2.0,180,90.0,4.5,8.3
W,Zaha,CRY,M,0.0,2,1,2.0,90,90.0,6.8,3.8
C,Fuchs,LEI,D,0.0,8,4,2.0,360,90.0,5.0,3.4
D,Simpson,LEI,D,0.0,8,4,2.0,360,90.0,4.5,4.7
W,Ndidi,LEI,M,0.0,8,4,2.0,360,90.0,5.0,0.5
O,Oriol Romeu,SOU,M,0.0,8,4,2.0,360,90.0,4.5,3.7
B,Bojan,STK,M,0.0,2,1,2.0,71,71.0,5.5,0.1
R,Mesa,SWA,M,0.0,2,1,2.0,66,66.0,4.4,0.4
M,Dembélé,TOT,M,0.0,8,4,2.0,288,72.0,5.0,3.3
N,Amrabat,WAT,M,0.0,6,3,2.0,198,66.0,5.0,0.1
A,Ayew,WHU,M,0.0,6,3,2.0,226,75.0,7.0,1.5
M,Noble,WHU,M,0.0,6,3,2.0,220,73.0,5.5,0.3
N,Pope,BUR,G,0.0,2,1,2.0,54,54.0,4.5,0.1
M,James,LEI,M,0.0,8,4,2.0,338,84.0,4.5,0.5
M,Merino,NEW,M,0.0,8,4,2.0,284,71.0,5.0,0.1
I,Hayden,NEW,M,0.0,8,4,2.0,314,78.0,4.5,0.3
A,Carrillo,WAT,M,0.0,4,2,2.0,133,66.0,5.5,0.0
G,Krychowiak,WBA,M,0.0,2,1,2.0,90,90.0,5.0,0.1
A,Chamberlain,LIV,M,-0.03,7,4,1.8,286,71.0,6.0,3.2
A,Knockaert,BHA,M,-0.03,7,4,1.8,211,52.0,5.9,1.3
A,Townsend,CRY,M,-0.03,7,4,1.8,315,78.0,5.9,1.6
I,Gueye,EVE,M,-0.04,7,4,1.8,349,87.0,5.0,1.2
J,Allen,STK,M,-0.04,7,4,1.8,360,90.0,5.4,2.9
R,Fraser,BOU,M,-0.06,5,3,1.7,204,68.0,5.4,0.8
J,Murphy,BHA,M,-0.06,5,3,1.7,157,52.0,5.0,0.1
J,McArthur,CRY,M,-0.07,5,3,1.7,187,62.0,4.5,3.2
S,Sandro,EVE,F,-0.04,5,3,1.7,183,61.0,7.4,0.7
G,Sigurdsson,EVE,M,-0.04,5,3,1.7,209,69.0,8.4,4.8
T,Bakayoko,CHE,M,-0.06,5,3,1.7,195,65.0,5.0,0.6
H,Arter,BOU,M,-0.1,6,4,1.5,360,90.0,4.9,0.7
S,Dann,CRY,D,-0.1,6,4,1.5,360,90.0,4.9,0.8
C,Lee Chung-yong,CRY,M,-0.11,3,2,1.5,109,54.0,4.4,0.4
Y,Cabaye,CRY,M,-0.09,3,2,1.5,122,61.0,5.5,0.3
M,Holgate,EVE,D,-0.11,3,2,1.5,180,90.0,4.4,1.1
W,Morgan,LEI,D,-0.11,6,4,1.5,360,90.0,4.5,2.9
T,Fosu-Mensah,CRY,D,-0.11,6,4,1.5,347,86.0,4.5,1.7
C,Yacob,WBA,M,-0.11,3,2,1.5,110,55.0,4.5,0.3
P,Obiang,WHU,M,-0.11,3,2,1.5,104,52.0,4.5,0.7
N,Aké,BOU,D,-0.14,5,4,1.3,360,90.0,5.0,5.3
J,Puncheon,CRY,M,-0.14,5,4,1.3,343,85.0,4.9,0.9
L,Milivojevic,CRY,M,-0.15,4,3,1.3,178,59.0,4.8,0.7
C,Benteke,CRY,F,-0.09,5,4,1.3,360,90.0,7.8,4.7
M,Schneiderlin,EVE,M,-0.14,4,3,1.3,267,89.0,5.0,0.9
A,Christensen,CHE,D,-0.13,4,3,1.3,164,54.0,5.5,0.2
S,Francis,BOU,D,-0.23,2,2,1.0,124,62.0,4.4,1.4
J,Ibe,BOU,M,-0.2,3,3,1.0,156,52.0,4.9,0.4
S,Arfield,BUR,M,-0.2,2,2,1.0,105,52.0,4.9,0.1
P,van Aanholt,CRY,D,-0.19,3,3,1.0,218,72.0,5.4,2.4
M,Darmian,MUN,D,-0.19,1,1,1.0,90,90.0,5.2,0.3
K,Wimmer,STK,D,-0.23,1,1,1.0,90,90.0,4.4,0.4
J,Evans,WBA,D,-0.2,1,1,1.0,90,90.0,4.9,0.7
J,Fonte,WHU,D,-0.2,1,1,1.0,90,90.0,4.9,1.5
J,Collins,WHU,D,-0.23,1,1,1.0,90,90.0,4.4,0.2
A,Masuaku,WHU,D,-0.23,1,1,1.0,80,80.0,4.4,0.2
E,Fernandes,WHU,M,-0.22,3,3,1.0,171,57.0,4.5,0.3
J,Hart,WHU,G,-0.22,3,3,1.0,270,90.0,4.5,10.0
W,Hoedt,SOU,D,-0.2,1,1,1.0,90,90.0,5.0,0.0
S,Steve Cook,BOU,D,-0.24,3,4,0.8,360,90.0,4.9,0.6
A,Adam Smith,BOU,D,-0.24,3,4,0.8,280,70.0,4.9,0.7
J,Ward,CRY,D,-0.24,3,4,0.8,360,90.0,4.9,0.4
A,Cresswell,WHU,D,-0.26,2,3,0.7,189,63.0,5.0,0.6
C,Martina,EVE,D,-0.34,1,2,0.5,135,67.0,4.4,0.4
A,Ogbonna,WHU,D,-0.38,1,3,0.3,270,90.0,4.5,1.0
T,Alexander-Arnold,LIV,D,-0.56,-1,2,-0.5,180,90.0,4.5,2.2
