I,web_name,team,T,VA/M,pt,g,p/g,min,min/g,price,%
L,Fer,SWA,M,0.15,95,34,2.8,2405,70.0,5.5,0.7
S,Dann,CRY,D,0.14,61,23,2.7,1752,76.0,5.0,1.2
R,Huth,LEI,D,0.14,88,33,2.7,2926,88.0,5.0,0.2
R,Shawcross,STK,D,0.14,94,35,2.7,3150,90.0,5.0,1.5
D,Fletcher,STK,M,0.14,103,38,2.7,3231,85.0,5.0,1.1
G,Xhaka,ARS,M,0.13,85,31,2.7,2483,80.0,5.5,2.3
S,Francis,BOU,D,0.13,89,34,2.6,2938,86.0,4.5,3.6
B,Afobe,BOU,F,0.13,88,31,2.8,1458,47.0,6.0,0.7
W,Rooney,EVE,F,0.13,76,25,3.0,1540,61.0,7.5,17.7
H,Mkhitaryan,MUN,M,0.13,73,24,3.0,1348,56.0,8.0,6.0
K,Naughton,SWA,D,0.13,82,32,2.6,2714,84.0,4.5,2.1
W,Routledge,SWA,M,0.13,74,27,2.7,1917,71.0,5.5,0.1
M,Britos,WAT,D,0.13,71,27,2.6,2280,84.0,4.5,0.5
J,Morrison,WBA,M,0.13,84,31,2.7,1741,56.0,5.5,0.0
A,Masuaku,WHU,D,0.13,34,13,2.6,972,74.0,4.5,0.3
J,Puncheon,CRY,M,0.12,92,35,2.6,3093,88.0,5.0,1.4
E,Dier,TOT,M,0.12,93,36,2.6,3043,84.0,5.0,4.3
J,Holebas,WAT,D,0.12,87,33,2.6,2905,88.0,5.0,0.6
M,Lowton,BUR,D,0.11,90,36,2.5,3240,90.0,4.5,1.2
S,Ward,BUR,D,0.11,91,36,2.5,3230,89.0,4.5,2.7
S,Defour,BUR,M,0.11,54,21,2.6,1068,50.0,5.5,0.2
T,Davies,EVE,M,0.11,63,24,2.6,1544,64.0,5.5,1.0
Y,Benalouane,LEI,D,0.11,27,11,2.5,917,83.0,4.5,0.1
D,Origi,LIV,F,0.11,96,34,2.8,1469,43.0,7.5,0.4
M,Nolito,MCI,M,0.11,54,19,2.8,777,40.0,7.0,0.3
Y,Kaboul,WAT,D,0.11,57,23,2.5,1910,83.0,4.5,0.4
P,Obiang,WHU,M,0.11,55,22,2.5,1763,80.0,4.5,0.8
S,Feghouli,WHU,M,0.11,55,21,2.6,1042,49.0,5.5,0.1
J,Schlupp,CRY,D,0.1,47,19,2.5,1139,59.0,5.0,0.4
C,Adam,STK,M,0.1,59,24,2.5,1491,62.0,5.0,0.1
M,Dembélé,TOT,M,0.1,76,30,2.5,2056,68.0,5.0,2.3
J,Evans,WBA,D,0.1,79,32,2.5,2637,82.0,5.0,1.8
C,Kouyaté,WHU,M,0.1,79,32,2.5,2723,85.0,5.0,0.0
D,Marney,BUR,M,0.09,51,21,2.4,1764,84.0,4.5,0.0
D,Simpson,LEI,D,0.09,85,35,2.4,2988,85.0,4.5,5.9
D,Sturridge,LIV,F,0.09,54,20,2.7,775,38.0,8.0,2.7
J,Clasie,SOU,M,0.09,38,16,2.4,1022,63.0,4.5,0.4
G,Johnson,STK,D,0.09,56,23,2.4,1957,85.0,4.5,0.8
G,Gabriel,ARS,D,0.08,45,19,2.4,1517,79.0,5.0,0.1
H,Arter,BOU,M,0.08,84,35,2.4,2956,84.0,5.0,0.9
J,Gudmundsson,BUR,M,0.08,47,20,2.4,999,49.0,5.0,0.1
N,Kanté,CHE,M,0.08,83,35,2.4,3138,89.0,5.0,15.8
I,Gueye,EVE,M,0.08,80,33,2.4,2681,81.0,5.0,1.4
H,Maguire,LEI,D,0.08,71,30,2.4,2307,76.0,5.0,1.5
D,Drinkwater,LEI,M,0.08,69,29,2.4,2466,85.0,5.0,0.7
F,Fernandinho,MCI,M,0.08,78,33,2.4,2755,83.0,5.0,0.9
S,Davis,SOU,M,0.08,77,32,2.4,2643,82.0,5.0,0.2
J,Hendrick,BUR,M,0.07,76,32,2.4,2691,84.0,5.5,0.2
W,Morgan,LEI,D,0.07,63,27,2.3,2430,90.0,4.5,3.6
J,Lingard,MUN,M,0.07,60,25,2.4,1360,54.0,6.0,0.5
O,Oriol Romeu,SOU,M,0.07,80,35,2.3,3071,87.0,4.5,4.5
F,Fernández,SWA,D,0.07,63,27,2.3,2430,90.0,4.5,0.4
A,Ogbonna,WHU,D,0.07,45,20,2.3,1755,87.0,4.5,1.2
M,Noble,WHU,M,0.07,71,30,2.4,2389,79.0,5.5,0.2
A,Ramsey,ARS,M,0.06,56,23,2.4,1236,53.0,7.0,3.3
J,Ward,CRY,D,0.06,86,37,2.3,3417,92.0,5.0,0.6
A,Nyom,WBA,D,0.06,74,32,2.3,2638,82.0,5.0,0.3
A,Cresswell,WHU,D,0.06,60,26,2.3,2115,81.0,5.0,1.2
P,Zabaleta,WHU,D,0.06,45,20,2.3,1065,53.0,5.0,3.9
E,Valencia,WHU,F,0.06,54,23,2.3,927,40.0,5.0,0.1
M,Rashford,MUN,F,0.05,76,32,2.4,1712,53.0,7.5,6.1
S,Okaka,WAT,F,0.05,43,19,2.3,959,50.0,5.5,0.2
D,Welbeck,ARS,F,0.04,37,16,2.3,748,46.0,7.5,0.7
S,Arfield,BUR,M,0.04,69,31,2.2,2103,67.0,5.0,0.1
M,Schneiderlin,EVE,M,0.04,37,17,2.2,1073,63.0,5.0,1.0
D,Amartey,LEI,M,0.04,53,24,2.2,1673,69.0,4.5,0.3
J,Stones,MCI,D,0.04,59,27,2.2,2014,74.0,5.5,4.4
A,Young,MUN,M,0.04,26,12,2.2,760,63.0,5.0,0.0
S,Kingsley,SWA,D,0.04,29,13,2.2,1036,79.0,4.5,0.2
C,Kabasele,WAT,D,0.04,35,16,2.2,771,48.0,4.5,0.1
N,Amrabat,WAT,M,0.04,65,30,2.2,2091,69.0,5.0,0.1
A,Robertson,LIV,D,0.04,73,33,2.2,2736,82.0,5.0,2.1
A,Mariappa,WAT,D,0.03,15,7,2.1,562,80.0,4.0,2.8
J,Wilshere,ARS,M,0.02,61,29,2.1,1950,67.0,5.5,0.0
G,Barry,EVE,M,0.02,68,32,2.1,2109,65.0,4.5,1.9
S,Okazaki,LEI,F,0.02,63,30,2.1,1565,52.0,5.5,1.1
R,Klavan,LIV,D,0.02,43,20,2.1,1410,70.0,4.5,0.5
G,Whelan,STK,M,0.02,62,30,2.1,2276,75.0,4.5,0.1
R,Sobhi,STK,M,0.02,36,17,2.1,855,50.0,5.0,1.0
C,Cathcart,WAT,D,0.02,31,15,2.1,1162,77.0,4.5,0.1
J,Livermore,WBA,M,0.02,77,37,2.1,2970,80.0,5.0,0.2
A,Surman,BOU,M,0.0,44,22,2.0,1800,81.0,4.5,0.9
L,Lucas,LIV,M,0.0,47,24,2.0,1112,46.0,4.5,0.1
G,Imbula,STK,M,0.0,24,12,2.0,796,66.0,4.5,0.2
M,van der Hoorn,SWA,D,0.0,16,8,2.0,662,82.0,4.5,0.1
L,Britton,SWA,M,0.0,32,16,2.0,1163,72.0,4.5,0.1
V,Janssen,TOT,F,0.0,55,28,2.0,845,30.0,7.5,0.3
S,Prödl,WAT,D,0.0,67,34,2.0,2770,81.0,4.5,0.7
T,Cleverley,WAT,M,0.0,55,28,2.0,1848,66.0,5.0,0.2
M,Elneny,ARS,M,-0.02,26,14,1.9,694,49.0,4.5,0.9
J,McCarthy,EVE,M,-0.02,23,12,1.9,613,51.0,5.0,0.1
D,Gray,LEI,M,-0.02,58,31,1.9,1049,33.0,5.5,1.0
A,Musa,LEI,M,-0.02,39,21,1.9,761,36.0,6.5,1.2
M,Diouf,STK,F,-0.02,51,27,1.9,1385,51.0,5.5,0.4
M,Barrow,SWA,M,-0.02,34,18,1.9,1145,63.0,5.0,0.0
D,Janmaat,WAT,D,-0.02,50,26,1.9,1614,62.0,5.0,0.3
A,Doucouré,WAT,M,-0.02,38,20,1.9,1352,67.0,5.0,0.0
J,Manquillo,NEW,D,-0.02,38,20,1.9,1430,71.0,4.5,1.3
S,Long,SOU,F,-0.03,57,32,1.8,1262,39.0,6.0,0.6
F,Coquelin,ARS,M,-0.04,52,29,1.8,1779,61.0,4.5,1.1
D,Gosling,BOU,M,-0.04,49,27,1.8,1366,50.0,5.0,0.1
A,King,LEI,M,-0.04,41,23,1.8,1446,62.0,4.5,0.8
M,Carrick,MUN,M,-0.04,42,23,1.8,1601,69.0,4.5,1.5
S,McQueen,SOU,D,-0.04,23,13,1.8,616,47.0,4.5,0.1
P,Bardsley,BUR,D,-0.04,27,15,1.8,1168,77.0,4.5,0.1
S,Ki Sung-yueng,SWA,M,-0.04,41,23,1.8,1291,56.0,5.0,0.0
V,Behrami,WAT,M,-0.04,48,27,1.8,2030,75.0,4.5,0.3
S,Boufal,SOU,M,-0.05,40,24,1.7,1104,46.0,6.0,0.3
M,Sissoko,TOT,M,-0.05,43,25,1.7,909,36.0,5.5,0.2
M,Fellaini,MUN,M,-0.06,48,28,1.7,1604,57.0,5.0,0.4
J,Cork,BUR,M,-0.07,50,29,1.7,2232,76.0,4.5,0.4
D,Delaney,CRY,D,-0.07,51,30,1.7,2014,67.0,4.5,0.7
P,Højbjerg,SOU,M,-0.07,38,22,1.7,1300,59.0,4.5,0.4
J,Fulton,SWA,M,-0.07,19,11,1.7,690,62.0,4.5,0.1
S,Berahino,STK,F,-0.08,26,17,1.5,963,56.0,6.0,0.6
M,Kelly,CRY,D,-0.09,46,29,1.6,2124,73.0,4.5,0.3
B,Chilwell,LEI,D,-0.09,19,12,1.6,699,58.0,4.5,0.7
C,Yacob,WBA,M,-0.09,54,34,1.6,2418,71.0,4.5,0.4
S,Byram,WHU,D,-0.09,29,18,1.6,1249,69.0,4.5,0.3
J,McClean,WBA,M,-0.1,52,35,1.5,1477,42.0,5.0,0.1
J,Ibe,BOU,M,-0.12,36,26,1.4,1055,40.0,5.0,0.5
A,Westwood,BUR,M,-0.13,13,9,1.4,551,61.0,4.5,0.1
E,Fernandes,WHU,M,-0.13,38,27,1.4,1002,37.0,4.5,0.3
A,Rangel,SWA,D,-0.15,26,19,1.4,831,43.0,4.0,21.4
F,Fernando,MCI,M,-0.18,18,15,1.2,568,37.0,4.5,0.4
