O,I,web_name,team,T,VA/M,VA/ML,p/g,p/gl,form,min,price,%,txn,gf,032920
,W,Morgan,LEI,D,0.0,0.02,2.0,2.1,2.0,2187,4.4,2.1,15935,13,
x,N,Pope,BUR,G,0.59,0.59,4.9,4.9,6.0,2394,4.9,10.2,15362,3,
x,J,Lascelles,NEW,D,0.38,0.38,3.8,3.8,4.0,2207,4.8,8.5,15321,3,
,A,Valencia,MUN,D,0.42,0.42,4.9,4.9,2.5,2291,6.9,11.5,12148,2,
,C,Wood,BUR,F,0.34,0.26,4.1,3.6,10.0,1095,6.2,1.2,11841,17,
,K,Walker,MCI,D,0.36,0.41,4.4,4.7,7.3,2454,6.6,13.0,10785,1,
,E,Ederson,MCI,G,0.46,0.48,4.6,4.7,9.3,2655,5.6,8.1,10506,2,
,B,Chilwell,LEI,D,0.09,0.14,2.4,2.6,3.5,1398,4.3,1.4,10054,12,
,K,De Bruyne,MCI,M,0.39,0.39,6.1,6.1,3.0,2581,10.4,24.8,9857,1,
,J,Gudmundsson,BUR,M,0.25,0.27,3.3,3.4,5.5,2304,5.1,1.7,9608,10,
,J,Tomkins,CRY,D,0.3,0.36,3.3,3.6,5.3,1846,4.4,2.9,9012,5,
,N,Otamendi,MCI,D,0.45,0.45,4.9,4.9,6.3,2580,6.4,28.6,8891,1,
,J,Rodriguez,WBA,F,0.13,0.21,2.7,3.1,3.3,2248,5.3,1.8,8889,8,
,M,van der Hoorn,SWA,D,0.41,0.5,3.8,4.2,8.0,1468,4.4,1.2,8170,12,
,W,Hennessey,CRY,G,0.35,0.37,3.5,3.6,3.7,1800,4.3,2.4,7849,6,
,S,Ward,BUR,D,0.49,0.53,4.3,4.5,4.0,1740,4.7,7.2,7239,2,
x,M,Alonso,CHE,D,0.43,0.43,5.1,5.1,2.0,2413,7.2,19.5,7172,1,
,S,Aurier,TOT,D,0.49,0.54,4.9,5.2,10.0,1247,5.9,0.9,6471,12,
,P,Cech,ARS,G,0.32,0.32,3.7,3.7,6.0,2679,5.3,4.4,5855,2,
,D,Gayle,NEW,F,0.13,0.36,2.8,4.2,3.5,1438,6.1,1.2,5003,7,
,P,Dummett,NEW,D,0.12,0.19,2.5,2.8,3.5,915,4.2,0.6,4973,14,
,L,Milivojevic,CRY,M,0.35,0.39,3.7,3.9,4.7,2449,4.9,7.6,4702,1,
,N,Matic,MUN,M,0.13,0.13,2.6,2.6,5.5,2649,4.7,9.1,4491,1,
,M,Özil,ARS,M,0.24,0.27,4.2,4.5,3.3,2071,9.3,2.3,3609,3,
,A,Christensen,CHE,D,0.23,0.3,3.2,3.6,2.0,1707,5.3,2.2,3473,3,
,M,Dubravka,NEW,G,0.56,0.56,4.5,4.5,3.5,360,4.5,0.4,2963,13,
,H,Bellerín,ARS,D,0.25,0.27,3.5,3.6,0.7,2527,5.9,9.8,2656,0,
,A,McCarthy,SOU,G,0.11,0.11,2.5,2.5,4.0,900,4.4,0.3,2117,12,
,Á,Morata,CHE,F,0.22,0.27,4.3,4.8,0.5,1652,10.4,7.5,1650,0,
,J,Stephens,SOU,D,0.2,0.2,2.9,2.9,3.0,1620,4.5,0.8,1618,3,
,L,Sané,MCI,M,0.41,0.47,5.5,6.0,6.3,1812,8.6,12.6,1563,0,
,J,Vertonghen,TOT,D,0.3,0.3,3.8,3.8,5.0,2579,6.0,8.5,1527,0,
,A,Mariappa,WAT,D,0.02,0.1,2.1,2.4,2.0,1659,4.2,5.7,1350,0,
,A,Pérez,NEW,F,0.1,0.23,2.5,3.2,1.5,1791,5.2,1.1,1312,2,
,L,Dunk,BHA,D,0.11,0.11,2.5,2.5,4.5,2700,4.5,3.1,1176,1,
,D,Simpson,LEI,D,0.0,0.05,2.0,2.2,0.5,1934,4.3,2.2,1159,1,
,C,Cédric,SOU,D,0.06,0.06,2.3,2.3,3.5,2074,4.7,3.1,1144,1,
,L,Karius,LIV,G,0.58,0.58,4.8,4.8,5.0,1080,4.8,1.3,1035,1,
,O,Karnezis,WAT,G,0.38,0.47,3.7,4.1,3.7,751,4.5,0.2,1009,9,
,D,Yedlin,NEW,D,0.07,0.09,2.3,2.4,3.5,2189,4.4,0.8,951,2,
,J,Shelvey,NEW,M,0.02,0.13,2.1,2.7,5.5,1552,5.2,0.4,922,4,
,A,King,SWA,M,0.1,0.55,2.4,4.3,5.0,704,4.2,3.4,848,0,
,F,Kiko Femenía,WAT,D,0.21,0.28,2.9,3.2,0.3,1399,4.3,1.3,794,1,
,V,Kompany,MCI,D,0.21,0.28,3.2,3.6,4.0,944,5.8,2.1,745,1,
,K,Schmeichel,LEI,G,0.3,0.3,3.5,3.5,1.5,2700,5.0,4.7,531,0,
,A,Ramsey,ARS,M,0.52,0.59,5.6,6.1,0.7,1466,6.9,3.7,523,0,
,K,Iheanacho,LEI,F,0.03,0.11,2.2,2.7,7.5,453,6.5,0.8,517,1,
,F,Lejeune,NEW,D,0.0,0.02,2.0,2.1,3.5,1383,4.3,0.2,418,4,
,J,Holebas,WAT,D,0.13,0.17,2.6,2.8,2.7,1841,4.8,0.6,356,1,
~,~,~~~~~~~~,~~~~,~,~~~~,~~~~~,~~~,~~~~,~~~~,~~~,~~~~~,~,299.56,~~,~~~~~~
,J,Cork,BUR,M,0.11,0.11,2.5,2.5,2.5,2700,4.5,2.8,228,0,
,V,Iborra,LEI,M,0.18,0.23,3.0,3.3,5.0,1145,5.7,0.1,114,2,
,P,Groß,BHA,M,0.42,0.47,4.5,4.8,4.0,2325,6.0,17.2,113,0,
,J,Matip,LIV,D,0.24,0.31,3.3,3.7,2.3,1905,5.4,1.9,98,0,
,A,Lennon,BUR,M,0.04,0.15,2.2,2.8,3.5,1251,5.4,0.2,50,0,
,W,Hoedt,SOU,D,0.1,0.08,2.5,2.4,4.0,1800,5.0,0.1,30,1,
,J,Henderson,LIV,M,0.17,0.21,2.9,3.1,2.0,1598,5.3,1.1,28,0,
,D,Pröpper,BHA,M,0.09,0.09,2.5,2.5,2.0,2685,5.3,0.1,3,0,
,J,Hendrick,BUR,M,0.15,0.19,2.8,3.0,2.0,2081,5.4,0.2,-1,0,
,Y,Cabaye,CRY,M,0.06,0.09,2.3,2.5,0.7,1810,5.3,0.2,-27,0,
,M,Antonio,WHU,M,0.14,0.16,3.0,3.2,4.0,1342,7.4,0.3,-29,0,
,J,Livermore,WBA,M,0.0,0.04,2.0,2.2,1.3,2041,4.8,0.1,-46,-1,
,S,March,BHA,M,0.02,0.19,2.1,2.9,0.5,1608,4.8,0.2,-60,-1,
,S,Dann,CRY,D,-0.02,0.0,1.9,2.0,0.0,1434,4.6,0.3,-77,0,
,M,Olsson,SWA,D,0.14,0.14,2.7,2.7,3.5,2484,5.0,0.3,-83,0,
,A,Carrillo,WAT,M,0.07,0.2,2.4,3.1,1.0,1517,5.5,0.1,-99,-2,
,J,Joselu,NEW,F,0.11,0.15,2.6,2.8,1.0,1604,5.5,0.5,-116,0,
,T,Smith,HUD,D,0.0,-0.02,2.0,1.9,0.0,1646,4.7,0.2,-117,-1,
,M,Schneiderlin,EVE,M,-0.09,-0.02,1.6,1.9,0.3,1533,4.7,0.5,-129,0,
,G,Krychowiak,WBA,M,0.06,0.15,2.3,2.7,1.0,1537,4.8,0.1,-132,-2,
,S,Defour,BUR,M,0.11,0.11,2.6,2.6,0.0,1998,5.4,0.3,-138,-1,
,W,Ndidi,LEI,M,0.08,0.08,2.4,2.4,1.5,2670,4.9,0.5,-138,0,
,J,Mata,MUN,M,0.24,0.37,3.6,4.5,1.5,1559,6.8,2.1,-140,0,
,M,Lemina,SOU,M,0.06,0.17,2.3,2.8,2.0,1490,4.8,0.2,-149,-1,
,J,Ibe,BOU,M,0.19,0.28,2.9,3.3,3.7,1694,4.7,1.4,-152,0,
,M,Lanzini,WHU,M,0.26,0.3,3.7,4.0,1.5,1686,6.6,0.7,-179,0,
,G,Bong,BHA,D,0.11,0.11,2.5,2.5,0.5,1522,4.4,0.1,-195,-3,
,G,Wijnaldum,LIV,M,0.06,0.12,2.4,2.8,1.3,1777,6.6,2.2,-207,0,
,J,Hogg,HUD,M,-0.07,-0.05,1.7,1.8,1.7,1810,4.4,0.2,-212,-2,
,W,Reid,WHU,D,0.1,0.13,2.5,2.6,0.5,1452,4.8,0.6,-218,-1,
,N,Redmond,SOU,M,0.03,0.08,2.2,2.5,2.5,1641,5.9,1.8,-246,0,
,D,Fletcher,STK,M,0.13,0.13,2.6,2.6,0.0,2110,4.7,0.5,-246,-1,
,M,Dembélé,TOT,M,-0.02,0.04,1.9,2.2,2.5,1545,4.9,1.7,-261,0,
,T,Cleverley,WAT,M,0.1,0.14,2.5,2.7,0.0,1900,5.0,0.4,-287,-1,
,K,Naughton,SWA,D,0.3,0.3,3.4,3.4,4.5,2506,4.6,5.6,-288,0,
,J,Evans,WBA,D,0.16,0.18,2.8,2.9,2.7,2159,4.9,1.1,-289,0,
,A,Nyom,WBA,D,0.06,0.1,2.3,2.5,0.3,1676,4.8,1.1,-301,0,
,M,Noble,WHU,M,0.17,0.15,2.9,2.8,1.5,1680,5.3,0.2,-302,-3,
,J,Manquillo,NEW,D,0.07,0.07,2.3,2.3,0.0,1691,4.3,0.7,-326,-1,
,N,Kanté,CHE,M,0.24,0.24,3.2,3.2,3.5,2274,4.9,11.4,-364,0,
,C,Kouyaté,WHU,M,0.12,0.16,2.6,2.8,1.5,2080,5.0,0.2,-376,-3,
,D,Tadic,SOU,M,0.16,0.18,3.0,3.1,2.0,2112,6.2,1.6,-381,0,
,A,André Ayew,SWA,M,0.1,0.22,2.7,3.5,5.5,1120,6.8,1.0,-397,-1,
,T,Deeney,WAT,F,0.14,0.17,2.9,3.1,3.7,1372,6.3,1.2,-404,-1,
,G,Cahill,CHE,D,0.11,0.24,2.7,3.5,1.0,1542,6.2,3.0,-411,0,
,L,Fabianski,SWA,G,0.45,0.45,4.1,4.1,5.5,2700,4.7,8.9,-411,0,
,L,Lewis Cook,BOU,M,0.0,0.07,2.0,2.3,2.0,1723,4.3,1.3,-450,-1,
,M,Ritchie,NEW,M,0.28,0.31,3.5,3.7,4.0,2195,5.4,1.8,-474,0,
,D,Gosling,BOU,M,0.06,0.13,2.3,2.6,1.3,1542,4.8,0.2,-476,-4,
,G,Cameron,STK,D,-0.07,-0.05,1.7,1.8,2.0,1494,4.3,0.3,-482,-3,
,J,Schlupp,CRY,D,0.0,0.04,2.0,2.2,2.0,1733,4.7,0.2,-511,-4,
,C,Fuchs,LEI,D,0.13,0.19,2.6,2.9,1.5,1642,4.8,2.0,-519,0,
,S,Duffy,BHA,D,0.17,0.17,2.8,2.8,3.5,2592,4.6,3.3,-527,0,
,P,Jagielka,EVE,D,-0.02,0.02,1.9,2.1,2.3,1444,4.7,2.5,-545,0,
,T,Bakayoko,CHE,M,0.14,0.33,2.7,3.6,0.5,1761,4.9,1.2,-548,-1,
,S,Mignolet,LIV,G,0.32,0.32,3.5,3.5,0.0,1710,4.7,1.1,-566,-1,
,C,Fàbregas,CHE,M,0.09,0.16,2.6,3.1,2.5,1770,6.8,3.0,-568,0,
,M,Phillips,WBA,M,0.09,0.15,2.5,2.8,1.7,1606,5.4,0.5,-570,-2,
,K,Gibbs,WBA,D,0.08,0.1,2.4,2.5,1.0,2256,5.0,0.4,-593,-3,
,I,Gueye,EVE,M,0.02,0.02,2.1,2.1,1.3,2288,4.8,0.8,-705,-2,
,F,Hadergjonaj,HUD,D,-0.02,0.0,1.9,2.0,3.3,1192,4.5,0.1,-706,-12,
,P,Zabaleta,WHU,D,0.06,0.06,2.3,2.3,0.5,2569,4.9,2.0,-730,-1,
,T,Ince,HUD,M,0.07,0.11,2.4,2.6,2.0,2271,5.5,0.5,-782,-3,
,H,Gomes,WAT,G,0.16,0.16,2.7,2.7,0.0,2038,4.5,1.4,-824,-1,
,T,Fosu-Mensah,CRY,D,-0.02,0.0,1.9,2.0,0.0,1590,4.4,1.1,-865,-1,
,B,Bruno,BHA,D,0.24,0.36,3.1,3.6,0.5,1656,4.5,0.9,-879,-2,
,S,Kolasinac,ARS,D,0.33,0.41,3.9,4.4,2.0,1746,5.8,6.3,-887,0,
,R,Shawcross,STK,D,0.13,0.15,2.6,2.7,0.0,1741,4.8,0.9,-928,-2,
,A,Knockaert,BHA,M,0.15,0.22,2.8,3.2,0.5,1920,5.5,0.6,-962,-3,
,E,Pieters,STK,D,0.09,0.09,2.4,2.4,2.0,2087,4.7,0.4,-989,-4,
,H,Lloris,TOT,G,0.37,0.37,4.0,4.0,4.5,2520,5.4,8.5,-991,0,
,D,Calvert-Lewin,EVE,F,0.16,0.28,2.8,3.4,2.0,1737,5.0,4.5,-1036,0,
,D,Sánchez,TOT,D,0.25,0.27,3.5,3.6,4.0,1980,6.0,1.3,-1051,-1,
,T,Abraham,SWA,F,0.19,0.24,3.0,3.3,1.0,1448,5.4,3.5,-1054,-1,
,G,Barry,WBA,M,0.04,0.04,2.2,2.2,0.0,1921,4.5,0.9,-1083,-2,
,S,Rondón,WBA,F,0.08,0.13,2.5,2.8,4.3,2177,6.0,0.9,-1148,-2,
,G,Xhaka,ARS,M,0.17,0.17,2.9,2.9,2.7,2615,5.2,6.9,-1234,0,
,C,Clark,NEW,D,0.27,0.3,3.2,3.3,0.0,1745,4.4,1.8,-1244,-1,
,F,Forster,SOU,G,0.35,0.35,3.6,3.6,0.0,1800,4.6,4.1,-1253,-1,
,S,Steve Cook,BOU,D,0.09,0.15,2.4,2.7,1.3,2134,4.6,1.2,-1292,-2,
,P,Obiang,WHU,M,0.14,0.26,2.6,3.1,0.0,1558,4.3,0.8,-1307,-3,
,C,Kabasele,WAT,D,0.09,0.11,2.4,2.5,0.0,2039,4.4,0.6,-1418,-4,
,E,Dier,TOT,M,0.09,0.11,2.4,2.5,1.5,2464,4.7,2.5,-1461,-1,
,A,Rüdiger,CHE,D,0.45,0.48,4.6,4.8,0.5,1796,5.8,3.2,-1559,-1,
,O,Oriol Romeu,SOU,M,0.0,0.02,2.0,2.1,1.5,2267,4.3,2.1,-1564,-1,
,F,Fernandinho,MCI,M,0.26,0.28,3.3,3.4,1.0,2340,5.0,4.5,-1590,-1,
,V,Moses,CHE,D,0.38,0.48,4.5,5.1,1.0,1589,6.5,1.9,-1638,-1,
,M,Yoshida,SOU,D,0.37,0.39,3.7,3.8,0.0,1534,4.6,1.6,-1644,-2,
,A,Young,MUN,M,0.33,0.35,3.6,3.7,2.0,1950,4.9,1.8,-1723,-2,
,Y,Bolasie,EVE,M,0.0,0.11,2.0,2.7,3.0,513,6.4,0.2,-1749,-15,
,T,Davies,EVE,M,-0.04,0.06,1.8,2.3,1.7,1544,5.1,0.4,-1758,-8,
,C,Atsu,NEW,M,0.19,0.33,2.9,3.6,1.5,1727,4.8,1.5,-1761,-2,
,P,van Aanholt,CRY,D,0.04,0.14,2.2,2.7,6.7,1561,5.1,1.8,-1852,-2,
,A,Cresswell,WHU,D,0.22,0.24,3.1,3.2,1.5,2379,5.0,2.5,-2005,-1,
x,A,Mawson,SWA,D,0.27,0.27,3.4,3.4,3.5,2700,5.1,3.8,-2045,-1,
,K,Trippier,TOT,D,0.52,0.63,4.7,5.3,2.0,1470,5.2,4.5,-2050,-1,
,A,Lacazette,ARS,F,0.18,0.21,3.8,4.1,0.0,1808,10.2,6.0,-2117,-1,
,M,Albrighton,LEI,M,0.25,0.3,3.4,3.7,3.0,2220,5.6,3.2,-2153,-1,
x,H,Maguire,LEI,D,0.25,0.25,3.4,3.4,2.0,2700,5.6,12.4,-2181,0,
,S,Clucas,SWA,M,0.15,0.26,2.7,3.2,2.5,1667,4.7,0.6,-2198,-6,
,A,Williams,EVE,D,0.06,0.13,2.3,2.7,-0.7,1830,5.2,2.2,-2415,-2,
,S,Davis,SOU,M,0.26,0.38,3.2,3.8,0.0,1483,4.7,1.5,-2492,-3,
,B,Mee,BUR,D,0.22,0.22,3.1,3.1,4.0,2520,4.9,14.4,-2504,0,
,C,Dawson,WBA,D,0.19,0.19,2.9,2.9,0.7,1880,4.8,1.6,-2592,-3,
,R,Bertrand,SOU,D,0.15,0.15,2.8,2.8,3.5,2425,5.3,5.1,-2816,-1,
,A,Townsend,CRY,M,0.25,0.27,3.4,3.5,4.7,2504,5.6,1.4,-2874,-4,
,J,Chicharito,WHU,F,0.22,0.31,3.5,4.1,1.5,1449,6.7,7.8,-3065,-1,
,A,Sánchez,MUN,M,0.23,0.25,4.6,4.9,3.5,2031,11.5,2.8,-3145,-2,
,J,Allen,STK,M,0.25,0.25,3.3,3.3,3.7,2592,5.1,1.9,-3250,-3,
,M,Keane,EVE,D,0.06,0.11,2.3,2.6,3.0,1929,5.3,5.0,-3360,-1,
,S,Ki Sung-yueng,SWA,M,0.28,0.38,3.4,3.9,8.0,1430,5.0,1.5,-3909,-4,
,M,Diouf,STK,F,0.15,0.25,2.8,3.3,0.3,2012,5.2,1.9,-4044,-4,
,C,Azpilicueta,CHE,D,0.42,0.42,4.9,4.9,2.5,2610,6.9,20.2,-4050,0,
,L,Koscielny,ARS,D,0.35,0.35,4.1,4.1,0.7,2135,6.0,1.8,-4513,-4,
,F,Fernández,SWA,D,0.27,0.27,3.2,3.2,4.0,2160,4.5,4.0,-4680,-2,
,K,Zouma,STK,D,0.11,0.11,2.6,2.6,3.0,2495,5.4,2.2,-4707,-4,
,A,Surman,BOU,M,0.39,0.43,3.7,3.9,0.3,1543,4.4,3.5,-4962,-2,
,D,Lovren,LIV,D,0.26,0.36,3.4,3.9,2.7,1746,5.3,1.2,-5063,-7,
,A,Adam Smith,BOU,D,0.02,0.0,2.1,2.0,1.7,2067,4.8,0.8,-5264,-11,
,S,Coleman,EVE,D,0.16,0.23,3.0,3.5,4.0,405,6.4,0.5,-5294,-18,
,J,McArthur,CRY,M,0.14,0.19,2.6,2.8,2.3,1836,4.3,3.6,-5353,-3,
,E,Hazard,CHE,M,0.35,0.43,5.7,6.6,2.5,1856,10.6,7.0,-5382,-1,
,D,Stephens,BHA,M,0.11,0.11,2.5,2.5,0.5,2610,4.5,1.4,-5604,-7,
,S,Francis,BOU,D,-0.09,-0.05,1.6,1.8,1.0,2258,4.3,1.6,-6037,-6,
,T,Alexander-Arnold,LIV,D,0.51,0.51,4.2,4.2,3.3,1148,4.3,3.8,-6171,-3,
,J,Butland,STK,G,0.3,0.3,3.5,3.5,5.3,2520,5.0,2.8,-6181,-4,
,P,Pogba,MUN,M,0.42,0.45,5.3,5.5,2.5,1554,7.8,10.5,-6574,-1,
,B,Bernardo Silva,MCI,M,0.14,0.35,3.0,4.6,6.7,1129,7.4,1.7,-6692,-7,
,A,Chamberlain,LIV,M,0.13,0.37,2.7,4.1,2.7,1556,5.6,3.0,-7033,-4,
,J,King,BOU,F,0.14,0.2,3.0,3.4,4.7,1891,7.0,1.6,-7171,-8,
,B,Alli,TOT,M,0.31,0.33,4.8,4.9,8.0,2442,8.9,11.7,-7187,-1,
,M,Arnautovic,WHU,M,0.29,0.45,4.0,5.1,1.5,1612,6.9,4.1,-7211,-3,
x,A,Adrián,WHU,G,0.28,0.28,3.2,3.2,0.5,1350,4.3,2.5,-7469,-5,
,G,Sigurdsson,EVE,M,0.2,0.22,3.6,3.8,1.7,2257,8.0,2.1,-7728,-6,
,J,Gomez,LIV,D,0.36,0.42,3.6,3.9,1.7,1721,4.5,3.2,-7949,-4,
,J,Stanislas,BOU,M,0.35,0.38,4.1,4.3,6.3,1240,6.0,2.0,-8493,-7,
,B,Foster,WBA,G,0.25,0.25,3.1,3.1,1.7,2700,4.4,10.1,-8596,-1,
,J,Ward-Prowse,SOU,M,0.22,0.47,3.1,4.4,1.0,1434,5.1,2.4,-8743,-6,
,L,Depoitre,HUD,F,0.2,0.39,3.0,4.0,0.7,1533,5.1,3.0,-9153,-5,
x,A,Ogbonna,WHU,D,0.05,0.05,2.2,2.2,0.5,2160,4.3,3.5,-9357,-5,
,A,Begovic,BOU,G,0.2,0.2,2.9,2.9,2.3,2790,4.5,4.6,-9387,-3,
,J,Lössl,HUD,G,0.35,0.35,3.6,3.6,3.3,2790,4.6,7.9,-9491,-2,
,C,Daniels,BOU,D,0.17,0.19,2.8,2.9,2.7,2371,4.7,7.8,-9492,-2,
,C,Eriksen,TOT,M,0.35,0.35,5.3,5.3,4.0,2498,9.4,14.4,-9868,-1,
,M,Zanka,HUD,D,0.13,0.13,2.6,2.6,3.0,2790,4.5,7.1,-9968,-2,
,T,Carroll,SWA,M,0.07,0.14,2.3,2.6,1.0,2032,4.3,4.7,-10058,-4,
,R,van La Parra,HUD,M,0.08,0.16,2.4,2.8,2.0,1747,4.9,1.0,-10294,-18,
,L,Baines,EVE,D,0.23,0.27,3.3,3.5,4.7,1279,5.6,4.0,-11290,-5,
,J,Kenny,EVE,D,0.14,0.19,2.6,2.8,0.0,1589,4.2,2.8,-11354,-7,
,A,Mooy,HUD,M,0.26,0.28,3.4,3.5,1.3,2436,5.3,5.3,-11436,-4,
,V,van Dijk,LIV,D,0.11,0.12,2.6,2.7,4.3,1623,5.7,7.6,-12708,-3,
x,S,Mané,LIV,M,0.35,0.41,5.3,5.9,8.0,1749,9.5,11.4,-12938,-2,
,C,Martina,EVE,D,0.14,0.18,2.6,2.8,0.3,1830,4.4,2.2,-13535,-11,
,J,Pickford,EVE,G,0.35,0.35,3.7,3.7,4.3,2790,4.9,8.3,-13885,-3,
,R,Richarlison,WAT,M,0.28,0.28,3.7,3.7,1.7,2546,6.0,8.0,-13886,-3,
,T,Courtois,CHE,G,0.35,0.35,3.9,3.9,2.0,2610,5.4,11.0,-15078,-2,
,C,Schindler,HUD,D,0.15,0.15,2.7,2.7,2.7,2634,4.7,4.2,-16020,-7,
,C,Benteke,CRY,F,0.13,0.16,3.0,3.2,2.7,2063,7.7,3.2,-16118,-9,
,B,Davies,TOT,D,0.54,0.64,5.2,5.8,3.0,1873,5.9,23.0,-16338,-1,
,N,Aké,BOU,D,0.16,0.18,2.8,2.9,1.3,2722,5.1,7.7,-16849,-4,
,W,Rooney,EVE,F,0.28,0.36,4.0,4.6,1.3,1915,7.2,10.6,-17379,-3,
,P,Jones,MUN,D,0.51,0.55,4.8,5.0,0.0,1793,5.5,5.7,-21788,-7,
,A,Doucouré,WAT,M,0.36,0.36,4.0,4.0,2.3,2700,5.5,14.9,-21999,-3,
,E,Choupo-Moting,STK,M,0.3,0.33,3.6,3.8,3.7,2241,5.4,3.2,-22515,-12,
,A,Hegazi,WBA,D,0.17,0.17,2.8,2.8,1.0,2756,4.7,20.1,-23967,-2,
,W,Zaha,CRY,M,0.24,0.24,3.6,3.6,2.3,1919,6.8,4.6,-25206,-9,
,R,Elliot,NEW,G,0.4,0.4,3.6,3.6,0.0,1440,4.0,16.3,-30747,-3,
,E,Can,LIV,M,0.31,0.39,3.5,3.9,2.0,2089,4.9,6.2,-34537,-10,
x,S,Mounie,HUD,F,0.25,0.41,3.5,4.4,2.0,1455,5.9,3.6,-35307,-17,
,T,Walcott,EVE,M,0.13,0.31,2.9,4.2,3.3,735,7.1,4.8,-52415,-19,
,C,Wilson,BOU,F,0.33,0.4,4.0,4.4,2.0,1546,6.0,9.4,-62239,-11,
x,X,Shaqiri,STK,M,0.36,0.39,4.3,4.5,2.3,2409,6.4,12.1,-78620,-11,
,J,Jordan Ayew,SWA,F,0.19,0.25,3.0,3.3,2.5,2310,5.3,8.5,-82343,-17,
,S,Agüero,MCI,F,0.43,0.45,7.0,7.3,2.3,1946,11.7,19.6,-146482,-13,
,H,Kane,TOT,F,0.33,0.36,6.2,6.6,3.0,2434,12.7,27.9,-382617,-23,
